#GO_id	Name	Count	Count_pct	Abund	Abund_pct	Abund_DLM2	Abund_pct_DLM2	Abund_GEM2	Abund_pct_GEM2	Abund_LCM1	Abund_pct_LCM1	Abund_PLM2	Abund_pct_PLM2
GO:0047761	"butyrate kinase activity"	3	0.03	145.84	0.01	10.39	0.01	0.06	0.00	135.11	0.01	0.28	0.00
GO:0045227	"capsule polysaccharide biosynthetic process"	7	0.07	389.62	0.02	2.80	0.00	4.24	0.00	380.36	0.04	2.22	0.00
GO:0036348	"hydantoin racemase activity"	1	0.01	23.90	0.00	0.00	0.00	0.00	0.00	23.89	0.00	0.00	0.00
GO:0033862	"UMP kinase activity"	3	0.03	147.42	0.01	18.60	0.01	0.36	0.00	127.71	0.01	0.75	0.00
GO:0006427	"histidyl-tRNA aminoacylation"	3	0.03	119.57	0.01	9.87	0.01	0.24	0.00	109.13	0.01	0.33	0.00
GO:0005536	"glucose binding"	1	0.01	9.88	0.00	0.00	0.00	0.00	0.00	9.88	0.00	0.00	0.00
GO:0009941	"chloroplast envelope"	15	0.14	4216.30	0.27	601.61	0.47	1131.84	0.53	772.43	0.08	1710.42	0.56
GO:0004090	"carbonyl reductase (NADPH) activity"	1	0.01	29.10	0.00	0.00	0.00	0.28	0.00	28.76	0.00	0.07	0.00
GO:0009058	"biosynthetic process"	122	1.17	11091.97	0.71	679.72	0.53	1317.09	0.61	7287.69	0.79	1807.47	0.60
GO:0047570	"3-oxoadipate enol-lactonase activity"	1	0.01	29.10	0.00	0.00	0.00	0.28	0.00	28.76	0.00	0.07	0.00
GO:0071713	"para-aminobenzoyl-glutamate hydrolase activity"	2	0.02	41.77	0.00	10.00	0.01	1.28	0.00	26.35	0.00	4.15	0.00
GO:0048500	"signal recognition particle"	5	0.05	342.65	0.02	12.11	0.01	44.12	0.02	227.40	0.02	59.02	0.02
GO:0048039	"ubiquinone binding"	5	0.05	528.95	0.03	0.18	0.00	4.56	0.00	520.66	0.06	3.55	0.00
GO:0019464	"glycine decarboxylation via glycine cleavage system"	11	0.11	628.16	0.04	24.48	0.02	10.35	0.00	590.14	0.06	3.19	0.00
GO:0034040	"lipid-transporting ATPase activity"	5	0.05	480.03	0.03	0.35	0.00	1.17	0.00	476.30	0.05	2.21	0.00
GO:0030272	"5-formyltetrahydrofolate cyclo-ligase activity"	2	0.02	99.72	0.01	8.13	0.01	0.07	0.00	89.87	0.01	1.66	0.00
GO:0048471	"perinuclear region of cytoplasm"	2	0.02	425.77	0.03	0.02	0.00	1.12	0.00	423.61	0.05	1.02	0.00
GO:0016540	"protein autoprocessing"	1	0.01	13.71	0.00	0.00	0.00	0.01	0.00	12.23	0.00	1.46	0.00
GO:0004757	"sepiapterin reductase activity"	1	0.01	25.47	0.00	0.12	0.00	0.14	0.00	25.10	0.00	0.12	0.00
GO:0009405	"pathogenesis"	38	0.37	3843.37	0.25	356.80	0.28	616.79	0.29	1966.20	0.21	903.58	0.30
GO:0035312	"5'-3' exodeoxyribonuclease activity"	1	0.01	13.43	0.00	0.00	0.00	0.03	0.00	11.90	0.00	1.50	0.00
GO:0019344	"cysteine biosynthetic process"	3	0.03	97.26	0.01	0.27	0.00	0.20	0.00	96.61	0.01	0.17	0.00
GO:0042128	"nitrate assimilation"	23	0.22	2843.79	0.18	8.12	0.01	20.19	0.01	2799.06	0.30	16.42	0.01
GO:0008234	"cysteine-type peptidase activity"	3	0.03	140.06	0.01	13.24	0.01	19.76	0.01	101.27	0.01	5.80	0.00
GO:0080111	"DNA demethylation"	2	0.02	242.38	0.02	0.01	0.00	0.48	0.00	241.51	0.03	0.38	0.00
GO:0004359	"glutaminase activity"	6	0.06	306.12	0.02	1.05	0.00	4.16	0.00	299.46	0.03	1.45	0.00
GO:0005216	"ion channel activity"	7	0.07	383.74	0.02	18.67	0.01	0.94	0.00	363.13	0.04	1.00	0.00
GO:0015995	"chlorophyll biosynthetic process"	10	0.10	2185.09	0.14	300.83	0.23	567.65	0.26	456.52	0.05	860.08	0.28
GO:0007623	"circadian rhythm"	7	0.07	409.63	0.03	0.05	0.00	3.84	0.00	404.76	0.04	0.97	0.00
GO:0006422	"aspartyl-tRNA aminoacylation"	3	0.03	312.08	0.02	2.38	0.00	0.80	0.00	308.18	0.03	0.72	0.00
GO:0030261	"chromosome condensation"	5	0.05	416.10	0.03	10.51	0.01	0.71	0.00	402.70	0.04	2.18	0.00
GO:1990195	"macrolide transmembrane transporter complex"	1	0.01	13.73	0.00	0.00	0.00	0.01	0.00	12.06	0.00	1.66	0.00
GO:0005940	"septin ring"	2	0.02	146.61	0.01	10.13	0.01	0.08	0.00	136.07	0.01	0.33	0.00
GO:0000155	"phosphorelay sensor kinase activity"	73	0.70	4767.85	0.30	97.19	0.08	155.29	0.07	4430.45	0.48	84.93	0.03
GO:0010497	"plasmodesmata-mediated intercellular transport"	1	0.01	1729.70	0.11	298.41	0.23	563.99	0.26	14.22	0.00	853.09	0.28
GO:0034354	"'de novo' NAD biosynthetic process from tryptophan"	2	0.02	123.30	0.01	0.01	0.00	0.28	0.00	122.92	0.01	0.09	0.00
GO:0042549	"photosystem II stabilization"	1	0.01	70.45	0.00	0.00	0.00	0.03	0.00	70.38	0.01	0.04	0.00
GO:0046459	"short-chain fatty acid metabolic process"	1	0.01	50.21	0.00	2.37	0.00	0.01	0.00	47.79	0.01	0.04	0.00
GO:0003924	"GTPase activity"	57	0.55	5031.04	0.32	391.13	0.31	664.92	0.31	3033.41	0.33	941.58	0.31
GO:0006567	"threonine catabolic process"	4	0.04	442.29	0.03	0.03	0.00	4.48	0.00	434.86	0.05	2.92	0.00
GO:0042351	"'de novo' GDP-L-fucose biosynthetic process"	3	0.03	481.99	0.03	0.03	0.00	1.31	0.00	479.32	0.05	1.32	0.00
GO:0021587	"cerebellum morphogenesis"	1	0.01	13.76	0.00	0.27	0.00	0.03	0.00	13.32	0.00	0.15	0.00
GO:0043005	"neuron projection"	1	0.01	13.71	0.00	0.00	0.00	0.01	0.00	12.23	0.00	1.46	0.00
GO:0004635	"phosphoribosyl-AMP cyclohydrolase activity"	1	0.01	72.38	0.00	0.00	0.00	0.02	0.00	72.33	0.01	0.03	0.00
GO:0004056	"argininosuccinate lyase activity"	11	0.11	949.40	0.06	72.44	0.06	388.15	0.18	395.94	0.04	92.87	0.03
GO:0060003	"copper ion export"	1	0.01	60.25	0.00	0.00	0.00	0.13	0.00	60.08	0.01	0.04	0.00
GO:0008768	"UDP-sugar diphosphatase activity"	1	0.01	25.68	0.00	0.12	0.00	0.11	0.00	25.33	0.00	0.13	0.00
GO:0047694	"barbiturase activity"	1	0.01	92.16	0.01	0.32	0.00	0.58	0.00	90.77	0.01	0.49	0.00
GO:0042277	"peptide binding"	2	0.02	287.25	0.02	0.02	0.00	0.54	0.00	286.26	0.03	0.43	0.00
GO:0008047	"enzyme activator activity"	4	0.04	187.48	0.01	5.14	0.00	0.07	0.00	180.76	0.02	1.51	0.00
GO:0009007	"site-specific DNA-methyltransferase (adenine-specific) activity"	5	0.05	171.36	0.01	3.60	0.00	20.31	0.01	144.14	0.02	3.31	0.00
GO:0052654	"L-leucine transaminase activity"	9	0.09	638.35	0.04	27.79	0.02	7.21	0.00	594.44	0.06	8.91	0.00
GO:0018826	"methionine gamma-lyase activity"	2	0.02	73.03	0.00	0.00	0.00	0.13	0.00	71.40	0.01	1.50	0.00
GO:0018206	"peptidyl-methionine modification"	1	0.01	23.87	0.00	7.47	0.01	0.11	0.00	16.08	0.00	0.21	0.00
GO:0006696	"ergosterol biosynthetic process"	4	0.04	206.99	0.01	10.39	0.01	0.20	0.00	196.10	0.02	0.29	0.00
GO:0006565	"L-serine catabolic process"	1	0.01	13.71	0.00	0.00	0.00	0.01	0.00	12.23	0.00	1.46	0.00
GO:0015693	"magnesium ion transport"	1	0.01	23.30	0.00	0.10	0.00	0.07	0.00	23.05	0.00	0.08	0.00
GO:0001958	"endochondral ossification"	1	0.01	13.76	0.00	0.27	0.00	0.03	0.00	13.32	0.00	0.15	0.00
GO:0017148	"negative regulation of translation"	5	0.05	2085.28	0.13	328.25	0.26	585.94	0.27	281.23	0.03	889.86	0.29
GO:0003841	"1-acylglycerol-3-phosphate O-acyltransferase activity"	3	0.03	155.19	0.01	20.49	0.02	1.31	0.00	130.37	0.01	3.01	0.00
GO:0043295	"glutathione binding"	1	0.01	12.91	0.00	0.21	0.00	0.00	0.00	12.65	0.00	0.04	0.00
GO:0046906	"tetrapyrrole binding"	1	0.01	25.47	0.00	0.12	0.00	0.14	0.00	25.10	0.00	0.12	0.00
GO:0004671	"protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity"	1	0.01	59.33	0.00	0.00	0.00	0.11	0.00	59.17	0.01	0.04	0.00
GO:0040008	"regulation of growth"	1	0.01	62.26	0.00	0.00	0.00	0.17	0.00	62.06	0.01	0.02	0.00
GO:0030745	"dimethylhistidine N-methyltransferase activity"	3	0.03	1888.92	0.12	325.55	0.25	585.32	0.27	87.24	0.01	890.80	0.29
GO:0006760	"folic acid-containing compound metabolic process"	2	0.02	97.68	0.01	0.02	0.00	3.37	0.00	93.52	0.01	0.77	0.00
GO:0016760	"cellulose synthase (UDP-forming) activity"	1	0.01	72.05	0.00	0.00	0.00	0.03	0.00	72.00	0.01	0.02	0.00
GO:0004587	"ornithine-oxo-acid transaminase activity"	2	0.02	186.58	0.01	6.94	0.01	2.36	0.00	176.20	0.02	1.10	0.00
GO:0047456	"2-methylisocitrate dehydratase activity"	6	0.06	268.51	0.02	12.71	0.01	4.15	0.00	250.79	0.03	0.86	0.00
GO:0030973	"molybdate ion binding"	2	0.02	37.60	0.00	0.21	0.00	0.00	0.00	37.35	0.00	0.04	0.00
GO:0006091	"generation of precursor metabolites and energy"	2	0.02	42.81	0.00	0.20	0.00	0.28	0.00	42.21	0.00	0.11	0.00
GO:1990034	"calcium ion export across plasma membrane"	1	0.01	40.10	0.00	0.00	0.00	0.00	0.00	40.10	0.00	0.00	0.00
GO:0004514	"nicotinate-nucleotide diphosphorylase (carboxylating) activity"	8	0.08	488.84	0.03	2.51	0.00	4.34	0.00	477.66	0.05	4.33	0.00
GO:0015703	"chromate transport"	2	0.02	99.39	0.01	4.93	0.00	0.00	0.00	94.38	0.01	0.07	0.00
GO:0015075	"ion transmembrane transporter activity"	4	0.04	258.85	0.02	0.27	0.00	4.10	0.00	251.59	0.03	2.89	0.00
GO:0009117	"nucleotide metabolic process"	13	0.13	2418.43	0.15	311.76	0.24	569.79	0.26	678.11	0.07	858.78	0.28
GO:0043097	"pyrimidine nucleoside salvage"	1	0.01	25.03	0.00	0.13	0.00	0.10	0.00	24.72	0.00	0.09	0.00
GO:0015078	"proton transmembrane transporter activity"	13	0.13	1072.93	0.07	8.09	0.01	14.59	0.01	1041.18	0.11	9.06	0.00
GO:0015301	"anion:anion antiporter activity"	2	0.02	214.60	0.01	0.10	0.00	0.48	0.00	213.61	0.02	0.42	0.00
GO:0043743	"LPPG:FO 2-phospho-L-lactate transferase activity"	2	0.02	41.21	0.00	0.48	0.00	0.17	0.00	40.35	0.00	0.21	0.00
GO:2001206	"positive regulation of osteoclast development"	1	0.01	1814.06	0.12	325.55	0.25	585.16	0.27	14.02	0.00	889.33	0.29
GO:0016833	"oxo-acid-lyase activity"	5	0.05	461.13	0.03	0.15	0.00	4.46	0.00	454.93	0.05	1.59	0.00
GO:0022877	"protein-N(PI)-phosphohistidine-fructose phosphotransferase system transporter activity"	1	0.01	22.08	0.00	0.00	0.00	0.00	0.00	22.07	0.00	0.01	0.00
GO:0070301	"cellular response to hydrogen peroxide"	1	0.01	221.14	0.01	0.01	0.00	0.48	0.00	220.28	0.02	0.38	0.00
GO:0000139	"Golgi membrane"	1	0.01	13.76	0.00	0.27	0.00	0.03	0.00	13.32	0.00	0.15	0.00
GO:0004449	"isocitrate dehydrogenase (NAD+) activity"	2	0.02	116.93	0.01	0.03	0.00	0.23	0.00	116.60	0.01	0.08	0.00
GO:0045893	"positive regulation of transcription, DNA-templated"	11	0.11	510.35	0.03	3.97	0.00	18.12	0.01	482.54	0.05	5.72	0.00
GO:0008654	"phospholipid biosynthetic process"	27	0.26	1646.56	0.11	70.41	0.05	28.81	0.01	1521.24	0.17	26.11	0.01
GO:0031225	"anchored component of membrane"	3	0.03	217.52	0.01	14.96	0.01	3.20	0.00	192.95	0.02	6.42	0.00
GO:0034017	"trans-2-decenoyl-acyl-carrier-protein isomerase activity"	1	0.01	42.83	0.00	0.30	0.00	16.61	0.01	23.61	0.00	2.31	0.00
GO:0047617	"acyl-CoA hydrolase activity"	3	0.03	103.09	0.01	10.23	0.01	1.41	0.00	88.57	0.01	2.88	0.00
GO:0003999	"adenine phosphoribosyltransferase activity"	2	0.02	62.04	0.00	2.37	0.00	0.00	0.00	59.62	0.01	0.05	0.00
GO:0019285	"glycine betaine biosynthetic process from choline"	8	0.08	850.06	0.05	0.71	0.00	2.52	0.00	843.44	0.09	3.39	0.00
GO:0045239	"tricarboxylic acid cycle enzyme complex"	3	0.03	225.37	0.01	0.01	0.00	0.46	0.00	223.11	0.02	1.80	0.00
GO:0004641	"phosphoribosylformylglycinamidine cyclo-ligase activity"	4	0.04	519.36	0.03	0.04	0.00	1.20	0.00	517.25	0.06	0.86	0.00
GO:0015882	"L-ascorbic acid transmembrane transport"	2	0.02	107.98	0.01	0.32	0.00	0.58	0.00	106.59	0.01	0.49	0.00
GO:0032041	"NAD-dependent histone deacetylase activity (H3-K14 specific)"	2	0.02	246.14	0.02	0.06	0.00	3.65	0.00	241.36	0.03	1.07	0.00
GO:0004801	"sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity"	4	0.04	1940.26	0.12	284.43	0.22	587.88	0.27	169.01	0.02	898.94	0.30
GO:0034081	"polyketide synthase complex"	1	0.01	215.66	0.01	0.02	0.00	0.52	0.00	214.71	0.02	0.41	0.00
GO:0019008	"molybdopterin synthase complex"	2	0.02	295.46	0.02	7.98	0.01	0.71	0.00	285.86	0.03	0.91	0.00
GO:0003854	"3-beta-hydroxy-delta5-steroid dehydrogenase activity"	24	0.23	1522.31	0.10	16.91	0.01	13.73	0.01	1483.87	0.16	7.80	0.00
GO:0004806	"triglyceride lipase activity"	1	0.01	62.26	0.00	0.00	0.00	0.17	0.00	62.06	0.01	0.02	0.00
GO:0045301	"tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)-hydroxylase activity"	1	0.01	21.31	0.00	0.00	0.00	0.00	0.00	21.31	0.00	0.01	0.00
GO:0009611	"response to wounding"	1	0.01	27.87	0.00	10.00	0.01	1.26	0.00	13.88	0.00	2.73	0.00
GO:0015109	"chromate transmembrane transporter activity"	2	0.02	99.39	0.01	4.93	0.00	0.00	0.00	94.38	0.01	0.07	0.00
GO:0004401	"histidinol-phosphatase activity"	5	0.05	449.18	0.03	12.64	0.01	7.67	0.00	427.01	0.05	1.86	0.00
GO:0003935	"GTP cyclohydrolase II activity"	6	0.06	423.57	0.03	10.96	0.01	17.17	0.01	392.32	0.04	3.11	0.00
GO:0061712	"tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase"	2	0.02	232.82	0.01	0.91	0.00	0.48	0.00	230.92	0.03	0.51	0.00
GO:0016747	"transferase activity, transferring acyl groups other than amino-acyl groups"	40	0.38	2005.97	0.13	19.46	0.02	36.58	0.02	1935.00	0.21	14.94	0.00
GO:0015232	"heme transporter activity"	7	0.07	428.80	0.03	0.25	0.00	1.14	0.00	423.86	0.05	3.55	0.00
GO:0004190	"aspartic-type endopeptidase activity"	6	0.06	550.04	0.04	0.57	0.00	37.00	0.02	506.55	0.06	5.92	0.00
GO:0003839	"gamma-glutamylcyclotransferase activity"	1	0.01	29.16	0.00	0.03	0.00	3.61	0.00	24.78	0.00	0.76	0.00
GO:0015591	"D-ribose transmembrane transporter activity"	1	0.01	195.59	0.01	0.01	0.00	0.42	0.00	194.83	0.02	0.33	0.00
GO:0009737	"response to abscisic acid"	2	0.02	97.05	0.01	0.05	0.00	3.20	0.00	93.08	0.01	0.71	0.00
GO:0003905	"alkylbase DNA N-glycosylase activity"	9	0.09	349.32	0.02	11.03	0.01	32.42	0.02	291.47	0.03	14.41	0.00
GO:0002760	"positive regulation of antimicrobial humoral response"	2	0.02	58.21	0.00	0.00	0.00	0.55	0.00	57.52	0.01	0.14	0.00
GO:0086091	"regulation of heart rate by cardiac conduction"	2	0.02	83.29	0.01	7.47	0.01	0.23	0.00	75.36	0.01	0.23	0.00
GO:0030170	"pyridoxal phosphate binding"	106	1.02	8455.32	0.54	412.57	0.32	673.74	0.31	6467.23	0.70	901.78	0.30
GO:0019262	"N-acetylneuraminate catabolic process"	4	0.04	330.44	0.02	5.07	0.00	0.76	0.00	323.84	0.04	0.77	0.00
GO:0006040	"amino sugar metabolic process"	3	0.03	817.76	0.05	58.03	0.05	378.11	0.18	292.90	0.03	88.71	0.03
GO:0004298	"threonine-type endopeptidase activity"	6	0.06	2213.94	0.14	343.50	0.27	590.26	0.27	386.77	0.04	893.41	0.29
GO:0043879	"glycolate transmembrane transporter activity"	1	0.01	223.10	0.01	0.42	0.00	91.93	0.04	85.97	0.01	44.77	0.01
GO:0106008	"2-oxoglutaramate amidase activity"	1	0.01	60.25	0.00	0.00	0.00	0.13	0.00	60.08	0.01	0.04	0.00
GO:0016612	"molybdenum-iron nitrogenase complex"	4	0.04	289.44	0.02	0.02	0.00	0.14	0.00	289.20	0.03	0.08	0.00
GO:0031362	"anchored component of external side of plasma membrane"	1	0.01	11.37	0.00	0.00	0.00	1.95	0.00	7.71	0.00	1.71	0.00
GO:0015299	"solute:proton antiporter activity"	12	0.12	2628.98	0.17	335.78	0.26	587.75	0.27	812.10	0.09	893.35	0.29
GO:0004721	"phosphoprotein phosphatase activity"	1	0.01	49.69	0.00	2.47	0.00	0.00	0.00	47.19	0.01	0.04	0.00
GO:0044255	"cellular lipid metabolic process"	1	0.01	27.87	0.00	10.00	0.01	1.26	0.00	13.88	0.00	2.73	0.00
GO:0072341	"modified amino acid binding"	1	0.01	13.76	0.00	0.27	0.00	0.03	0.00	13.32	0.00	0.15	0.00
GO:0004665	"prephenate dehydrogenase (NADP+) activity"	7	0.07	305.02	0.02	16.27	0.01	27.24	0.01	250.00	0.03	11.51	0.00
GO:0017004	"cytochrome complex assembly"	18	0.17	1509.04	0.10	36.51	0.03	43.03	0.02	1364.59	0.15	64.92	0.02
GO:0004412	"homoserine dehydrogenase activity"	1	0.01	28.95	0.00	9.91	0.01	1.36	0.00	14.98	0.00	2.70	0.00
GO:0051958	"methotrexate transport"	1	0.01	72.05	0.00	0.00	0.00	0.03	0.00	72.00	0.01	0.02	0.00
GO:0003868	"4-hydroxyphenylpyruvate dioxygenase activity"	1	0.01	72.38	0.00	0.00	0.00	0.02	0.00	72.33	0.01	0.03	0.00
GO:0019509	"L-methionine salvage from methylthioadenosine"	1	0.01	40.73	0.00	2.37	0.00	0.00	0.00	38.32	0.00	0.04	0.00
GO:0050661	"NADP binding"	76	0.73	7922.74	0.51	699.85	0.55	1249.69	0.58	4182.34	0.46	1790.87	0.59
GO:0045982	"negative regulation of purine nucleobase metabolic process"	1	0.01	50.21	0.00	2.37	0.00	0.01	0.00	47.79	0.01	0.04	0.00
GO:0004373	"glycogen (starch) synthase activity"	4	0.04	1974.05	0.13	326.22	0.25	605.53	0.28	149.48	0.02	892.82	0.29
GO:0051287	"NAD binding"	109	1.05	9218.73	0.59	476.97	0.37	1044.59	0.49	6697.50	0.73	999.67	0.33
GO:0046618	"drug export"	1	0.01	13.73	0.00	0.00	0.00	0.01	0.00	12.06	0.00	1.66	0.00
GO:0008821	"crossover junction endodeoxyribonuclease activity"	4	0.04	106.08	0.01	1.21	0.00	0.30	0.00	102.95	0.01	1.63	0.00
GO:0004795	"threonine synthase activity"	3	0.03	259.34	0.02	10.14	0.01	1.86	0.00	244.14	0.03	3.21	0.00
GO:0016154	"pyrimidine-nucleoside phosphorylase activity"	5	0.05	428.85	0.03	15.46	0.01	4.25	0.00	408.00	0.04	1.14	0.00
GO:0009392	"N-acetyl-anhydromuramoyl-L-alanine amidase activity"	1	0.01	42.14	0.00	0.24	0.00	16.39	0.01	23.21	0.00	2.31	0.00
GO:0071978	"bacterial-type flagellum-dependent swarming motility"	6	0.06	184.46	0.01	0.46	0.00	0.28	0.00	183.46	0.02	0.27	0.00
GO:0019858	"cytosine metabolic process"	4	0.04	313.64	0.02	0.40	0.00	0.58	0.00	312.08	0.03	0.58	0.00
GO:0008332	"low voltage-gated calcium channel activity"	2	0.02	83.29	0.01	7.47	0.01	0.23	0.00	75.36	0.01	0.23	0.00
GO:0010285	"L,L-diaminopimelate aminotransferase activity"	4	0.04	1901.06	0.12	298.53	0.23	564.16	0.26	185.10	0.02	853.27	0.28
GO:0005763	"mitochondrial small ribosomal subunit"	1	0.01	202.80	0.01	0.00	0.00	0.43	0.00	202.04	0.02	0.33	0.00
GO:0009379	"Holliday junction helicase complex"	3	0.03	95.93	0.01	3.57	0.00	0.30	0.00	90.40	0.01	1.66	0.00
GO:0003730	"mRNA 3'-UTR binding"	7	0.07	359.90	0.02	13.04	0.01	4.76	0.00	340.81	0.04	1.29	0.00
GO:0005657	"replication fork"	1	0.01	28.60	0.00	0.03	0.00	3.93	0.00	23.76	0.00	0.88	0.00
GO:0003714	"transcription corepressor activity"	2	0.02	32.04	0.00	0.00	0.00	0.00	0.00	32.04	0.00	0.00	0.00
GO:0034979	"NAD-dependent protein deacetylase activity"	2	0.02	253.01	0.02	2.37	0.00	0.44	0.00	249.83	0.03	0.37	0.00
GO:0016725	"oxidoreductase activity, acting on CH or CH2 groups"	2	0.02	57.89	0.00	19.82	0.02	2.72	0.00	29.96	0.00	5.39	0.00
GO:0047769	"arogenate dehydratase activity"	2	0.02	53.23	0.00	0.03	0.00	3.64	0.00	48.79	0.01	0.78	0.00
GO:1904047	"S-adenosyl-L-methionine binding"	6	0.06	370.89	0.02	18.27	0.01	1.81	0.00	347.03	0.04	3.78	0.00
GO:0003919	"FMN adenylyltransferase activity"	4	0.04	532.08	0.03	10.24	0.01	0.95	0.00	519.84	0.06	1.04	0.00
GO:0004252	"serine-type endopeptidase activity"	66	0.63	6774.72	0.43	747.61	0.58	1240.97	0.58	2978.28	0.32	1807.86	0.60
GO:0004309	"exopolyphosphatase activity"	5	0.05	360.48	0.02	0.51	0.00	0.72	0.00	358.59	0.04	0.66	0.00
GO:0008806	"carboxymethylenebutenolidase activity"	2	0.02	94.61	0.01	0.20	0.00	0.05	0.00	94.28	0.01	0.08	0.00
GO:0009152	"purine ribonucleotide biosynthetic process"	1	0.01	30.93	0.00	0.03	0.00	3.52	0.00	26.54	0.00	0.84	0.00
GO:0019333	"denitrification pathway"	2	0.02	241.88	0.02	0.79	0.00	0.69	0.00	239.54	0.03	0.86	0.00
GO:0018669	"3-hydroxybenzoate 6-monooxygenase activity"	4	0.04	303.35	0.02	0.27	0.00	20.31	0.01	279.27	0.03	3.49	0.00
GO:0042206	"halogenated hydrocarbon catabolic process"	1	0.01	91.39	0.01	0.33	0.00	0.61	0.00	90.02	0.01	0.43	0.00
GO:0043904	"isochorismate pyruvate lyase activity"	1	0.01	92.95	0.01	0.00	0.00	0.04	0.00	92.89	0.01	0.02	0.00
GO:0016021	"integral component of membrane"	880	8.46	90714.11	5.80	6450.24	5.03	11216.20	5.21	57416.73	6.25	15630.93	5.15
GO:0075713	"establishment of integrated proviral latency"	2	0.02	102.01	0.01	7.96	0.01	0.13	0.00	93.59	0.01	0.33	0.00
GO:0004003	"ATP-dependent DNA helicase activity"	16	0.15	1189.65	0.08	12.70	0.01	3.46	0.00	1170.14	0.13	3.35	0.00
GO:0019439	"aromatic compound catabolic process"	19	0.18	1225.91	0.08	32.99	0.03	42.51	0.02	1134.52	0.12	15.89	0.01
GO:0046470	"phosphatidylcholine metabolic process"	3	0.03	78.51	0.01	0.33	0.00	0.18	0.00	77.80	0.01	0.19	0.00
GO:0000920	"septum digestion after cytokinesis"	2	0.02	615.42	0.04	58.03	0.05	377.79	0.18	91.24	0.01	88.36	0.03
GO:0000166	"nucleotide binding"	95	0.91	9497.76	0.61	808.37	0.63	1569.26	0.73	5240.29	0.57	1879.84	0.62
GO:0010125	"mycothiol biosynthetic process"	2	0.02	117.69	0.01	4.85	0.00	3.58	0.00	108.79	0.01	0.47	0.00
GO:0046689	"response to mercury ion"	1	0.01	195.59	0.01	0.01	0.00	0.42	0.00	194.83	0.02	0.33	0.00
GO:0006425	"glutaminyl-tRNA aminoacylation"	2	0.02	24.32	0.00	0.30	0.00	0.35	0.00	23.35	0.00	0.32	0.00
GO:0004848	"ureidoglycolate hydrolase activity"	1	0.01	23.90	0.00	0.00	0.00	0.00	0.00	23.89	0.00	0.00	0.00
GO:1900087	"positive regulation of G1/S transition of mitotic cell cycle"	1	0.01	221.14	0.01	0.01	0.00	0.48	0.00	220.28	0.02	0.38	0.00
GO:0003996	"acyl-CoA ligase activity"	11	0.11	873.12	0.06	20.51	0.02	11.28	0.01	838.10	0.09	3.23	0.00
GO:0003998	"acylphosphatase activity"	1	0.01	13.57	0.00	0.23	0.00	0.01	0.00	13.23	0.00	0.10	0.00
GO:0032993	"protein-DNA complex"	21	0.20	4260.49	0.27	629.65	0.49	1136.30	0.53	782.78	0.09	1711.76	0.56
GO:0043469	"regulation of D-xylose catabolic process"	1	0.01	27.64	0.00	0.26	0.00	0.16	0.00	27.12	0.00	0.10	0.00
GO:0006635	"fatty acid beta-oxidation"	25	0.24	966.71	0.06	9.14	0.01	19.83	0.01	925.84	0.10	11.89	0.00
GO:0045910	"negative regulation of DNA recombination"	2	0.02	119.01	0.01	7.76	0.01	0.10	0.00	109.45	0.01	1.70	0.00
GO:0032775	"DNA methylation on adenine"	1	0.01	40.73	0.00	2.37	0.00	0.00	0.00	38.32	0.00	0.04	0.00
GO:0017013	"protein flavinylation"	1	0.01	204.63	0.01	0.01	0.00	0.65	0.00	203.32	0.02	0.64	0.00
GO:0051271	"negative regulation of cellular component movement"	1	0.01	50.21	0.00	2.37	0.00	0.01	0.00	47.79	0.01	0.04	0.00
GO:0006824	"cobalt ion transport"	2	0.02	247.57	0.02	0.13	0.00	0.59	0.00	246.42	0.03	0.43	0.00
GO:0004819	"glutamine-tRNA ligase activity"	2	0.02	24.32	0.00	0.30	0.00	0.35	0.00	23.35	0.00	0.32	0.00
GO:0003700	"DNA-binding transcription factor activity"	183	1.76	16645.08	1.06	1068.98	0.83	1862.58	0.87	11085.71	1.21	2627.81	0.87
GO:0009570	"chloroplast stroma"	19	0.18	4572.85	0.29	610.60	0.48	1134.65	0.53	1112.17	0.12	1715.43	0.57
GO:0019309	"mannose catabolic process"	1	0.01	25.03	0.00	0.13	0.00	0.10	0.00	24.72	0.00	0.09	0.00
GO:0000049	"tRNA binding"	61	0.59	13024.72	0.83	1702.46	1.33	2959.10	1.38	3873.06	0.42	4490.09	1.48
GO:0044598	"doxorubicin metabolic process"	1	0.01	25.00	0.00	0.05	0.00	3.18	0.00	21.08	0.00	0.69	0.00
GO:1901605	"alpha-amino acid metabolic process"	2	0.02	42.08	0.00	0.13	0.00	0.10	0.00	41.76	0.00	0.10	0.00
GO:0045340	"mercury ion binding"	1	0.01	92.16	0.01	0.32	0.00	0.58	0.00	90.77	0.01	0.49	0.00
GO:0019538	"protein metabolic process"	5	0.05	1868.79	0.12	306.22	0.24	565.21	0.26	141.83	0.02	855.53	0.28
GO:0015974	"guanosine pentaphosphate catabolic process"	1	0.01	13.90	0.00	0.00	0.00	0.02	0.00	12.46	0.00	1.42	0.00
