#metacyc_pathway_id	metacyc_pathway_type	metacyc_pathway_name	total_family_in_pathway	total_family_found_in_pathway	ec	gene_num
PWY-5837	DHNA-Biosynthesis;	2-carboxy-1,4-naphthoquinol biosynthesis;	7	7	5.4.4.2	1
PWY-5837	DHNA-Biosynthesis;	2-carboxy-1,4-naphthoquinol biosynthesis;	7	7	6.2.1.26	1
BSUBPOLYAMSYN-PWY	Spermidine-Biosynthesis;	spermidine biosynthesis I;	2	2	2.5.1.16	1
BSUBPOLYAMSYN-PWY	Spermidine-Biosynthesis;	spermidine biosynthesis I;	2	2	4.1.1.50	1
PWY0-881	Fatty-acid-biosynthesis; Super-Pathways;	superpathway of fatty acid biosynthesis I (E. coli);	13	9	1.1.1.100	6
PWY0-881	Fatty-acid-biosynthesis; Super-Pathways;	superpathway of fatty acid biosynthesis I (E. coli);	13	9	1.3.1.9	2
PWY0-881	Fatty-acid-biosynthesis; Super-Pathways;	superpathway of fatty acid biosynthesis I (E. coli);	13	9	2.3.1.-	2
PWY0-881	Fatty-acid-biosynthesis; Super-Pathways;	superpathway of fatty acid biosynthesis I (E. coli);	13	9	2.3.1.180	5
PWY0-881	Fatty-acid-biosynthesis; Super-Pathways;	superpathway of fatty acid biosynthesis I (E. coli);	13	9	2.3.1.39	3
PWY0-881	Fatty-acid-biosynthesis; Super-Pathways;	superpathway of fatty acid biosynthesis I (E. coli);	13	9	2.3.1.41	2
PWY0-881	Fatty-acid-biosynthesis; Super-Pathways;	superpathway of fatty acid biosynthesis I (E. coli);	13	9	4.2.1.-	7
PWY0-881	Fatty-acid-biosynthesis; Super-Pathways;	superpathway of fatty acid biosynthesis I (E. coli);	13	9	4.2.1.59	3
PWY0-881	Fatty-acid-biosynthesis; Super-Pathways;	superpathway of fatty acid biosynthesis I (E. coli);	13	9	6.4.1.2	1
PWY-6165	Chorismate-Biosynthesis; Super-Pathways;	chorismate biosynthesis II (archaea);	6	5	1.1.1.25	2
PWY-6165	Chorismate-Biosynthesis; Super-Pathways;	chorismate biosynthesis II (archaea);	6	5	2.5.1.19	2
PWY-6165	Chorismate-Biosynthesis; Super-Pathways;	chorismate biosynthesis II (archaea);	6	5	2.7.1.71	2
PWY-6165	Chorismate-Biosynthesis; Super-Pathways;	chorismate biosynthesis II (archaea);	6	5	4.2.1.10	1
PWY-6165	Chorismate-Biosynthesis; Super-Pathways;	chorismate biosynthesis II (archaea);	6	5	4.2.3.5	3
PWY-5107	DITERPENOID-SYN;	phytol salvage pathway;	2	2	2.7.1.-	1
PWY-5107	DITERPENOID-SYN;	phytol salvage pathway;	2	2	2.7.4.-	5
TOLUENE-DEG-DIOL-PWY	TOLUENE-DEG;	toluene degradation to 2-hydroxypentadienoate (<I>via</I> toluene-<I>cis</I>-diol);	4	2	1.13.11.2	1
TOLUENE-DEG-DIOL-PWY	TOLUENE-DEG;	toluene degradation to 2-hydroxypentadienoate (<I>via</I> toluene-<I>cis</I>-diol);	4	2	3.7.1.-	1
PWY-6519	7-Keto-8-aminopelargonate-Biosynthesis;	8-amino-7-oxononanoate biosynthesis I;	8	7	1.1.1.100	6
PWY-6519	7-Keto-8-aminopelargonate-Biosynthesis;	8-amino-7-oxononanoate biosynthesis I;	8	7	2.1.1.-	3
PWY-6519	7-Keto-8-aminopelargonate-Biosynthesis;	8-amino-7-oxononanoate biosynthesis I;	8	7	2.3.1.180	5
PWY-6519	7-Keto-8-aminopelargonate-Biosynthesis;	8-amino-7-oxononanoate biosynthesis I;	8	7	2.3.1.41	2
PWY-6519	7-Keto-8-aminopelargonate-Biosynthesis;	8-amino-7-oxononanoate biosynthesis I;	8	7	2.3.1.47	3
PWY-6519	7-Keto-8-aminopelargonate-Biosynthesis;	8-amino-7-oxononanoate biosynthesis I;	8	7	3.1.1.-	4
PWY-6519	7-Keto-8-aminopelargonate-Biosynthesis;	8-amino-7-oxononanoate biosynthesis I;	8	7	4.2.1.59	3
TRPSYN-PWY	TRYPTOPHAN-BIOSYNTHESIS;	L-tryptophan biosynthesis;	5	5	2.4.2.18	4
TRPSYN-PWY	TRYPTOPHAN-BIOSYNTHESIS;	L-tryptophan biosynthesis;	5	5	4.1.1.48	3
TRPSYN-PWY	TRYPTOPHAN-BIOSYNTHESIS;	L-tryptophan biosynthesis;	5	5	4.1.3.27	6
TRPSYN-PWY	TRYPTOPHAN-BIOSYNTHESIS;	L-tryptophan biosynthesis;	5	5	4.2.1.20	9
TRPSYN-PWY	TRYPTOPHAN-BIOSYNTHESIS;	L-tryptophan biosynthesis;	5	5	5.3.1.24	3
PWY-6135			1	1	3.6.3.-	4
PWY-5294	Sulfide-Oxidation; Super-Pathways;	superpathway of sulfide oxidation (<i>Acidithiobacillus ferrooxidans</i>);	3	2	1.8.2.1	1
PWY-5294	Sulfide-Oxidation; Super-Pathways;	superpathway of sulfide oxidation (<i>Acidithiobacillus ferrooxidans</i>);	3	2	1.8.5.-	3
PWY-6462	Peptidoglycan-Cross-Bridge-Biosynthesis;	peptidoglycan cross-bridge biosynthesis III (Enterococcus faecalis);	2	1	2.3.2.-	2
SULFATE-CYS-PWY	Sulfur-Metabolism; Super-Pathways;	superpathway of sulfate assimilation and cysteine biosynthesis;	9	6	1.1.1.95	7
SULFATE-CYS-PWY	Sulfur-Metabolism; Super-Pathways;	superpathway of sulfate assimilation and cysteine biosynthesis;	9	6	1.8.4.8	1
SULFATE-CYS-PWY	Sulfur-Metabolism; Super-Pathways;	superpathway of sulfate assimilation and cysteine biosynthesis;	9	6	2.3.1.30	1
SULFATE-CYS-PWY	Sulfur-Metabolism; Super-Pathways;	superpathway of sulfate assimilation and cysteine biosynthesis;	9	6	2.5.1.47	3
SULFATE-CYS-PWY	Sulfur-Metabolism; Super-Pathways;	superpathway of sulfate assimilation and cysteine biosynthesis;	9	6	2.6.1.52	2
SULFATE-CYS-PWY	Sulfur-Metabolism; Super-Pathways;	superpathway of sulfate assimilation and cysteine biosynthesis;	9	6	3.1.3.3	1
PWY4FS-8	PhosphatidylglycerolBiosynthesis; Super-Pathways;	phosphatidylglycerol biosynthesis II (non-plastidic);	6	5	1.1.1.94	7
PWY4FS-8	PhosphatidylglycerolBiosynthesis; Super-Pathways;	phosphatidylglycerol biosynthesis II (non-plastidic);	6	5	2.3.1.51	1
PWY4FS-8	PhosphatidylglycerolBiosynthesis; Super-Pathways;	phosphatidylglycerol biosynthesis II (non-plastidic);	6	5	2.7.7.41	3
PWY4FS-8	PhosphatidylglycerolBiosynthesis; Super-Pathways;	phosphatidylglycerol biosynthesis II (non-plastidic);	6	5	2.7.8.5	3
PWY4FS-8	PhosphatidylglycerolBiosynthesis; Super-Pathways;	phosphatidylglycerol biosynthesis II (non-plastidic);	6	5	3.1.3.27	1
GAMMAHEXCHLORDEG-PWY	CHLORINATED-COMPOUNDS-DEG;	&gamma;-hexachlorocyclohexane degradation;	4	2	1.1.-.-	1
GAMMAHEXCHLORDEG-PWY	CHLORINATED-COMPOUNDS-DEG;	&gamma;-hexachlorocyclohexane degradation;	4	2	3.8.1.5	1
URSIN-PWY	Polyamine-Biosynthesis; Super-Pathways;	ureide biosynthesis;	6	5	1.1.1.205	4
URSIN-PWY	Polyamine-Biosynthesis; Super-Pathways;	ureide biosynthesis;	6	5	1.17.1.4	1
URSIN-PWY	Polyamine-Biosynthesis; Super-Pathways;	ureide biosynthesis;	6	5	2.4.2.1	5
URSIN-PWY	Polyamine-Biosynthesis; Super-Pathways;	ureide biosynthesis;	6	5	3.1.3.5	7
URSIN-PWY	Polyamine-Biosynthesis; Super-Pathways;	ureide biosynthesis;	6	5	3.5.2.17	1
PWY-43	Putrescine-Biosynthesis;	putrescine biosynthesis II;	3	2	3.5.1.53	1
PWY-43	Putrescine-Biosynthesis;	putrescine biosynthesis II;	3	2	4.1.1.19	2
M-CRESOL-DEGRADATION-PWY	AROMATIC-COMPOUNDS-DEGRADATION;	<I>m</I>-cresol degradation;	5	2	1.14.13.-	3
M-CRESOL-DEGRADATION-PWY	AROMATIC-COMPOUNDS-DEGRADATION;	<I>m</I>-cresol degradation;	5	2	1.14.13.24	4
PWY-5921	Aminoacyl-tRNAs-Charging;	glutaminyl-tRNA<sup>gln</sup> biosynthesis via transamidation;	1	1	6.3.5.7	7
PWY-5672	TRITERPENOID-SYN;	ginsenosides biosynthesis;	3	2	2.4.1.-	1
PWY-5672	TRITERPENOID-SYN;	ginsenosides biosynthesis;	3	2	5.4.99.-	1
ARGORNPROST-PWY	ARGININE-DEG; Super-Pathways;	L-arginine degradation (Stickland reaction);	11	5	1.5.1.2	2
ARGORNPROST-PWY	ARGININE-DEG; Super-Pathways;	L-arginine degradation (Stickland reaction);	11	5	2.1.3.3	4
ARGORNPROST-PWY	ARGININE-DEG; Super-Pathways;	L-arginine degradation (Stickland reaction);	11	5	2.6.1.13	2
ARGORNPROST-PWY	ARGININE-DEG; Super-Pathways;	L-arginine degradation (Stickland reaction);	11	5	2.7.2.2	1
ARGORNPROST-PWY	ARGININE-DEG; Super-Pathways;	L-arginine degradation (Stickland reaction);	11	5	3.5.3.6	1
PWY-5448			2	1	1.1.1.103	4
ASPASN-PWY	Amino-Acid-Biosynthesis; Metabolic-Clusters; Super-Pathways;	superpathway of L-aspartate and L-asparagine biosynthesis;	4	2	2.6.1.1	6
ASPASN-PWY	Amino-Acid-Biosynthesis; Metabolic-Clusters; Super-Pathways;	superpathway of L-aspartate and L-asparagine biosynthesis;	4	2	3.5.1.1	2
PWY-5690	TCA-VARIANTS;	TCA cycle II (plants and fungi);	7	6	1.1.1.37	4
PWY-5690	TCA-VARIANTS;	TCA cycle II (plants and fungi);	7	6	1.1.1.41	2
PWY-5690	TCA-VARIANTS;	TCA cycle II (plants and fungi);	7	6	1.3.5.1	6
PWY-5690	TCA-VARIANTS;	TCA cycle II (plants and fungi);	7	6	4.2.1.2	3
PWY-5690	TCA-VARIANTS;	TCA cycle II (plants and fungi);	7	6	4.2.1.3	7
PWY-5690	TCA-VARIANTS;	TCA cycle II (plants and fungi);	7	6	6.2.1.5	3
PWYQT-4473	GLUCOSINOLATE-SYN;	glucosinolate biosynthesis from tetrahomomethionine;	4	3	1.14.13.-	3
PWYQT-4473	GLUCOSINOLATE-SYN;	glucosinolate biosynthesis from tetrahomomethionine;	4	3	2.6.1.-	1
PWYQT-4473	GLUCOSINOLATE-SYN;	glucosinolate biosynthesis from tetrahomomethionine;	4	3	2.8.2.-	1
PWY-5676	Acetyl-CoA-Butyrate; Super-Pathways;	acetyl-CoA fermentation to butanoate II;	7	5	1.1.1.36	3
PWY-5676	Acetyl-CoA-Butyrate; Super-Pathways;	acetyl-CoA fermentation to butanoate II;	7	5	2.3.1.8	2
PWY-5676	Acetyl-CoA-Butyrate; Super-Pathways;	acetyl-CoA fermentation to butanoate II;	7	5	2.3.1.9	5
PWY-5676	Acetyl-CoA-Butyrate; Super-Pathways;	acetyl-CoA fermentation to butanoate II;	7	5	2.7.2.1	4
PWY-5676	Acetyl-CoA-Butyrate; Super-Pathways;	acetyl-CoA fermentation to butanoate II;	7	5	2.8.3.8	1
PWY-5305	APOCAROTENOID-SYN;	bixin biosynthesis;	3	3	1.13.12.-	2
PWY-5305	APOCAROTENOID-SYN;	bixin biosynthesis;	3	3	1.2.1.-	1
PWY-5305	APOCAROTENOID-SYN;	bixin biosynthesis;	3	3	2.1.1.-	3
PWY0-321	Phenylacetate-Degradation;	phenylacetate degradation I (aerobic);	2	2	2.3.1.174	1
PWY0-321	Phenylacetate-Degradation;	phenylacetate degradation I (aerobic);	2	2	6.2.1.30	2
PWY-1186	Other-Amino-Acid-Biosynthesis;	L-homomethionine biosynthesis;	4	2	1.1.1.-	1
PWY-1186	Other-Amino-Acid-Biosynthesis;	L-homomethionine biosynthesis;	4	2	2.6.1.-	1
THIOREDOX-PWY	Reductants;	thioredoxin pathway;	1	1	1.8.1.9	6
PWY-5004	Citrulline-Biosynthesis; Super-Pathways;	superpathway of L-citrulline metabolism;	11	7	1.2.1.41	2
PWY-5004	Citrulline-Biosynthesis; Super-Pathways;	superpathway of L-citrulline metabolism;	11	7	2.1.3.3	4
PWY-5004	Citrulline-Biosynthesis; Super-Pathways;	superpathway of L-citrulline metabolism;	11	7	2.6.1.13	2
PWY-5004	Citrulline-Biosynthesis; Super-Pathways;	superpathway of L-citrulline metabolism;	11	7	2.7.2.11	2
PWY-5004	Citrulline-Biosynthesis; Super-Pathways;	superpathway of L-citrulline metabolism;	11	7	3.5.1.2	1
PWY-5004	Citrulline-Biosynthesis; Super-Pathways;	superpathway of L-citrulline metabolism;	11	7	4.3.2.1	1
PWY-5004	Citrulline-Biosynthesis; Super-Pathways;	superpathway of L-citrulline metabolism;	11	7	6.3.4.5	8
PLPSAL-PWY	Vitamin-B6-Biosynthesis;	pyridoxal 5'-phosphate salvage I;	3	2	2.7.1.-	1
PLPSAL-PWY	Vitamin-B6-Biosynthesis;	pyridoxal 5'-phosphate salvage I;	3	2	2.7.1.35	1
DETOX1-PWY	REACTIVE-OXYGEN-SPECIES-DEGRADATION;	superoxide radicals degradation;	2	2	1.11.1.6	2
DETOX1-PWY	REACTIVE-OXYGEN-SPECIES-DEGRADATION;	superoxide radicals degradation;	2	2	1.15.1.1	4
PWY-5864	Plastoquinone-Biosynthesis; Super-Pathways;	superpathway of plastoquinol biosynthesis;	4	3	1.13.11.27	1
PWY-5864	Plastoquinone-Biosynthesis; Super-Pathways;	superpathway of plastoquinol biosynthesis;	4	3	2.1.1.-	3
PWY-5864	Plastoquinone-Biosynthesis; Super-Pathways;	superpathway of plastoquinol biosynthesis;	4	3	2.5.1.-	2
PWY0-1479	Nucleic-Acid-Processing;	tRNA processing;	5	5	2.7.7.56	2
PWY0-1479	Nucleic-Acid-Processing;	tRNA processing;	5	5	3.1.13.1	5
PWY0-1479	Nucleic-Acid-Processing;	tRNA processing;	5	5	3.1.13.5	2
PWY0-1479	Nucleic-Acid-Processing;	tRNA processing;	5	5	3.1.26.12	1
PWY0-1479	Nucleic-Acid-Processing;	tRNA processing;	5	5	3.1.26.5	2
PWY-5663	Tetrahydrobiopterin-Biosynthesis;	erythro-tetrahydrobiopterin biosynthesis I;	3	3	1.1.1.153	1
PWY-5663	Tetrahydrobiopterin-Biosynthesis;	erythro-tetrahydrobiopterin biosynthesis I;	3	3	3.5.4.16	2
PWY-5663	Tetrahydrobiopterin-Biosynthesis;	erythro-tetrahydrobiopterin biosynthesis I;	3	3	4.2.3.12	1
PWY-5759	TRITERPENOID-SYN;	saponin biosynthesis III;	1	1	2.4.1.-	1
PWY-5686	UMP-Biosynthesis;	UMP biosynthesis I;	6	6	1.3.5.2	1
PWY-5686	UMP-Biosynthesis;	UMP biosynthesis I;	6	6	2.1.3.2	4
PWY-5686	UMP-Biosynthesis;	UMP biosynthesis I;	6	6	2.4.2.10	2
PWY-5686	UMP-Biosynthesis;	UMP biosynthesis I;	6	6	3.5.2.3	3
PWY-5686	UMP-Biosynthesis;	UMP biosynthesis I;	6	6	4.1.1.23	3
PWY-5686	UMP-Biosynthesis;	UMP biosynthesis I;	6	6	6.3.5.5	1
PROPFERM-PWY	Acetate-Formation; Fermentation-to-propanoate; Super-Pathways;	L-alanine fermentation to propanoate and acetate;	10	4	1.4.1.2	4
PROPFERM-PWY	Acetate-Formation; Fermentation-to-propanoate; Super-Pathways;	L-alanine fermentation to propanoate and acetate;	10	4	2.3.1.8	2
PROPFERM-PWY	Acetate-Formation; Fermentation-to-propanoate; Super-Pathways;	L-alanine fermentation to propanoate and acetate;	10	4	2.7.2.1	4
PROPFERM-PWY	Acetate-Formation; Fermentation-to-propanoate; Super-Pathways;	L-alanine fermentation to propanoate and acetate;	10	4	2.8.3.-	4
PWY-6396	Butanediol-Biosynthesis; Super-Pathways;	superpathway of 2,3-butanediol biosynthesis;	6	2	1.1.1.304	1
PWY-6396	Butanediol-Biosynthesis; Super-Pathways;	superpathway of 2,3-butanediol biosynthesis;	6	2	2.2.1.6	1
PWY-5783	Polyprenyl-Biosynthesis;	octaprenyl diphosphate biosynthesis;	1	1	2.5.1.-	2
PWY-1042	GLYCOLYSIS-VARIANTS;	glycolysis IV (plant cytosol);	10	7	1.2.1.12	1
PWY-1042	GLYCOLYSIS-VARIANTS;	glycolysis IV (plant cytosol);	10	7	2.7.1.11	2
PWY-1042	GLYCOLYSIS-VARIANTS;	glycolysis IV (plant cytosol);	10	7	2.7.1.40	4
PWY-1042	GLYCOLYSIS-VARIANTS;	glycolysis IV (plant cytosol);	10	7	2.7.2.3	7
PWY-1042	GLYCOLYSIS-VARIANTS;	glycolysis IV (plant cytosol);	10	7	4.1.2.13	5
PWY-1042	GLYCOLYSIS-VARIANTS;	glycolysis IV (plant cytosol);	10	7	4.2.1.11	2
PWY-1042	GLYCOLYSIS-VARIANTS;	glycolysis IV (plant cytosol);	10	7	5.3.1.1	4
PWY-5431	Catechol-Degradation; Super-Pathways;	aromatic compounds degradation via &beta;-ketoadipate;	9	8	1.13.11.1	1
PWY-5431	Catechol-Degradation; Super-Pathways;	aromatic compounds degradation via &beta;-ketoadipate;	9	8	1.13.11.3	2
PWY-5431	Catechol-Degradation; Super-Pathways;	aromatic compounds degradation via &beta;-ketoadipate;	9	8	2.3.1.174	1
PWY-5431	Catechol-Degradation; Super-Pathways;	aromatic compounds degradation via &beta;-ketoadipate;	9	8	2.8.3.6	1
PWY-5431	Catechol-Degradation; Super-Pathways;	aromatic compounds degradation via &beta;-ketoadipate;	9	8	3.1.1.24	1
PWY-5431	Catechol-Degradation; Super-Pathways;	aromatic compounds degradation via &beta;-ketoadipate;	9	8	4.1.1.44	3
PWY-5431	Catechol-Degradation; Super-Pathways;	aromatic compounds degradation via &beta;-ketoadipate;	9	8	5.5.1.1	1
PWY-5431	Catechol-Degradation; Super-Pathways;	aromatic compounds degradation via &beta;-ketoadipate;	9	8	5.5.1.2	2
PWY-5407	FATTY-ACID-DERIVATIVE-SYN;	9-lipoxygenase and 9-allene oxide synthase pathway;	1	1	1.13.11.-	3
PWY3O-440	Acetoin-Biosynthesis;	pyruvate fermentation to acetoin III;	1	1	4.1.1.1	1
PWY-5153	ANTHOCYANIN-SYN;	anthocyanin biosynthesis (delphinidin 3-O-glucoside);	2	1	1.14.11.-	2
PWY-6002	CYANOGENIC-GLUCOSIDE-DEG;	lotaustralin degradation;	2	1	3.2.1.21	1
P161-PWY	Acetate-Formation; Pyruvate-Ethanol-Fermentation;	acetylene degradation (anaerobic);	5	3	1.1.1.1	4
P161-PWY	Acetate-Formation; Pyruvate-Ethanol-Fermentation;	acetylene degradation (anaerobic);	5	3	2.3.1.8	2
P161-PWY	Acetate-Formation; Pyruvate-Ethanol-Fermentation;	acetylene degradation (anaerobic);	5	3	2.7.2.1	4
CAROTENOID-PWY	C40-Carotenoids-Biosynthesis; Super-Pathways;	superpathway of carotenoid biosynthesis in plants;	6	3	1.14.99.-	8
CAROTENOID-PWY	C40-Carotenoids-Biosynthesis; Super-Pathways;	superpathway of carotenoid biosynthesis in plants;	6	3	2.5.1.32	2
CAROTENOID-PWY	C40-Carotenoids-Biosynthesis; Super-Pathways;	superpathway of carotenoid biosynthesis in plants;	6	3	5.5.1.-	1
PWY-5995	Linoleate-Biosynthesis;	linoleate biosynthesis I (plants);	2	2	1.14.19.6	1
PWY-5995	Linoleate-Biosynthesis;	linoleate biosynthesis I (plants);	2	2	6.2.1.3	9
PWY-5104	ISOLEUCINE-SYN;	L-isoleucine biosynthesis IV;	6	4	1.1.1.86	3
PWY-5104	ISOLEUCINE-SYN;	L-isoleucine biosynthesis IV;	6	4	2.2.1.6	1
PWY-5104	ISOLEUCINE-SYN;	L-isoleucine biosynthesis IV;	6	4	2.6.1.42	9
PWY-5104	ISOLEUCINE-SYN;	L-isoleucine biosynthesis IV;	6	4	4.2.1.9	2
PWY-6071	AMINE-DEG; Phenolic-Compounds-Degradation; Super-Pathways;	superpathway of phenylethylamine degradation;	4	2	2.3.1.174	1
PWY-6071	AMINE-DEG; Phenolic-Compounds-Degradation; Super-Pathways;	superpathway of phenylethylamine degradation;	4	2	6.2.1.30	2
PWY66-21	Ethanol-Degradation;	ethanol degradation II;	3	3	1.1.1.1	4
PWY66-21	Ethanol-Degradation;	ethanol degradation II;	3	3	1.2.1.3	4
PWY66-21	Ethanol-Degradation;	ethanol degradation II;	3	3	6.2.1.1	4
PWY-6163	Chorismate-Biosynthesis;	chorismate biosynthesis from 3-dehydroquinate;	6	5	1.1.1.25	2
PWY-6163	Chorismate-Biosynthesis;	chorismate biosynthesis from 3-dehydroquinate;	6	5	2.5.1.19	2
PWY-6163	Chorismate-Biosynthesis;	chorismate biosynthesis from 3-dehydroquinate;	6	5	2.7.1.71	2
PWY-6163	Chorismate-Biosynthesis;	chorismate biosynthesis from 3-dehydroquinate;	6	5	4.2.1.10	1
PWY-6163	Chorismate-Biosynthesis;	chorismate biosynthesis from 3-dehydroquinate;	6	5	4.2.3.5	3
ALKANEMONOX-PWY	Sulfur-Metabolism;	two-component alkanesulfonate monooxygenase;	2	1	1.14.14.5	1
MANNCAT-PWY	Sugars-And-Polysaccharides-Degradation;	D-mannose degradation;	1	1	5.3.1.8	4
PWY-2941	LYSINE-SYN;	L-lysine biosynthesis II;	8	5	1.2.1.11	4
PWY-2941	LYSINE-SYN;	L-lysine biosynthesis II;	8	5	2.7.2.4	4
PWY-2941	LYSINE-SYN;	L-lysine biosynthesis II;	8	5	3.5.1.47	1
PWY-2941	LYSINE-SYN;	L-lysine biosynthesis II;	8	5	4.1.1.20	5
PWY-2941	LYSINE-SYN;	L-lysine biosynthesis II;	8	5	5.1.1.7	2
PWY-481	AROMATIC-COMPOUNDS-DEGRADATION;	ethylbenzene degradation (anaerobic);	2	1	1.1.1.-	1
PWY-5891	Menaquinone-Biosynthesis;	menaquinol-11 biosynthesis;	2	1	2.1.1.163	2
PWY-5005	BIOTIN-SYN; Super-Pathways;	biotin biosynthesis II;	5	2	2.3.1.47	3
PWY-5005	BIOTIN-SYN; Super-Pathways;	biotin biosynthesis II;	5	2	2.6.1.62	1
PWY-5506	Methanol-Oxidation;	methanol oxidation to formaldehyde IV;	2	1	1.11.1.6	2
PWY-6055	Dimethylsulfoniopropionate-Biosynthesis;	dimethylsulfoniopropanoate biosynthesis II (Spartina);	2	1	1.2.1.3	4
P108-PWY	Pyruvate-Propanoate-Fermentation;	pyruvate fermentation to propanoate I;	7	5	1.1.1.37	4
P108-PWY	Pyruvate-Propanoate-Fermentation;	pyruvate fermentation to propanoate I;	7	5	2.8.3.-	4
P108-PWY	Pyruvate-Propanoate-Fermentation;	pyruvate fermentation to propanoate I;	7	5	4.2.1.2	3
P108-PWY	Pyruvate-Propanoate-Fermentation;	pyruvate fermentation to propanoate I;	7	5	5.1.99.1	2
P108-PWY	Pyruvate-Propanoate-Fermentation;	pyruvate fermentation to propanoate I;	7	5	5.4.99.2	4
PWY4FS-4	PhosphatidylcholineBiosynthesis;	phosphatidylcholine biosynthesis IV;	4	2	2.7.7.-	1
PWY4FS-4	PhosphatidylcholineBiosynthesis;	phosphatidylcholine biosynthesis IV;	4	2	2.7.8.-	1
PWY-5284	ANTHOCYANIN-SYN;	shisonin biosynthesis;	3	2	2.3.1.-	2
PWY-5284	ANTHOCYANIN-SYN;	shisonin biosynthesis;	3	2	2.4.1.-	1
PWY-6456	Polyamine-Biosynthesis;	serinol biosynthesis;	2	2	2.6.1.-	1
PWY-6456	Polyamine-Biosynthesis;	serinol biosynthesis;	2	2	3.1.3.-	1
PWY-5328	METHIONINE-DEG; Super-Pathways;	superpathway of L-methionine salvage and degradation;	13	11	1.8.3.1	2
PWY-5328	METHIONINE-DEG; Super-Pathways;	superpathway of L-methionine salvage and degradation;	13	11	2.1.1.-	3
PWY-5328	METHIONINE-DEG; Super-Pathways;	superpathway of L-methionine salvage and degradation;	13	11	2.1.1.13	2
PWY-5328	METHIONINE-DEG; Super-Pathways;	superpathway of L-methionine salvage and degradation;	13	11	2.5.1.6	3
PWY-5328	METHIONINE-DEG; Super-Pathways;	superpathway of L-methionine salvage and degradation;	13	11	2.6.1.1	6
PWY-5328	METHIONINE-DEG; Super-Pathways;	superpathway of L-methionine salvage and degradation;	13	11	3.3.1.1	2
PWY-5328	METHIONINE-DEG; Super-Pathways;	superpathway of L-methionine salvage and degradation;	13	11	4.2.1.22	4
PWY-5328	METHIONINE-DEG; Super-Pathways;	superpathway of L-methionine salvage and degradation;	13	11	4.4.1.1	1
PWY-5328	METHIONINE-DEG; Super-Pathways;	superpathway of L-methionine salvage and degradation;	13	11	5.1.99.1	2
PWY-5328	METHIONINE-DEG; Super-Pathways;	superpathway of L-methionine salvage and degradation;	13	11	5.4.99.2	4
PWY-5328	METHIONINE-DEG; Super-Pathways;	superpathway of L-methionine salvage and degradation;	13	11	6.4.1.3	2
METHYLGALLATE-DEGRADATION-PWY	AROMATIC-COMPOUNDS-DEGRADATION;	methylgallate degradation;	5	1	4.1.3.17	3
P441-PWY	CARBOXYLATES-DEG; Super-Pathways;	superpathway of <i>N</i>-acetylneuraminate degradation;	20	14	1.1.1.1	4
P441-PWY	CARBOXYLATES-DEG; Super-Pathways;	superpathway of <i>N</i>-acetylneuraminate degradation;	20	14	1.2.1.12	1
P441-PWY	CARBOXYLATES-DEG; Super-Pathways;	superpathway of <i>N</i>-acetylneuraminate degradation;	20	14	2.3.1.8	2
P441-PWY	CARBOXYLATES-DEG; Super-Pathways;	superpathway of <i>N</i>-acetylneuraminate degradation;	20	14	2.7.1.11	2
P441-PWY	CARBOXYLATES-DEG; Super-Pathways;	superpathway of <i>N</i>-acetylneuraminate degradation;	20	14	2.7.1.40	4
P441-PWY	CARBOXYLATES-DEG; Super-Pathways;	superpathway of <i>N</i>-acetylneuraminate degradation;	20	14	2.7.2.1	4
P441-PWY	CARBOXYLATES-DEG; Super-Pathways;	superpathway of <i>N</i>-acetylneuraminate degradation;	20	14	2.7.2.3	7
P441-PWY	CARBOXYLATES-DEG; Super-Pathways;	superpathway of <i>N</i>-acetylneuraminate degradation;	20	14	2.7.9.2	4
P441-PWY	CARBOXYLATES-DEG; Super-Pathways;	superpathway of <i>N</i>-acetylneuraminate degradation;	20	14	3.1.3.11	3
P441-PWY	CARBOXYLATES-DEG; Super-Pathways;	superpathway of <i>N</i>-acetylneuraminate degradation;	20	14	3.5.1.25	5
P441-PWY	CARBOXYLATES-DEG; Super-Pathways;	superpathway of <i>N</i>-acetylneuraminate degradation;	20	14	3.5.99.6	1
P441-PWY	CARBOXYLATES-DEG; Super-Pathways;	superpathway of <i>N</i>-acetylneuraminate degradation;	20	14	4.1.2.13	5
P441-PWY	CARBOXYLATES-DEG; Super-Pathways;	superpathway of <i>N</i>-acetylneuraminate degradation;	20	14	4.2.1.11	2
P441-PWY	CARBOXYLATES-DEG; Super-Pathways;	superpathway of <i>N</i>-acetylneuraminate degradation;	20	14	5.3.1.1	4
PWY-5392	Reductive-TCA-Cycles;	reductive TCA cycle II;	11	6	1.1.1.-	1
PWY-5392	Reductive-TCA-Cycles;	reductive TCA cycle II;	11	6	1.1.1.37	4
PWY-5392	Reductive-TCA-Cycles;	reductive TCA cycle II;	11	6	1.3.99.1	1
PWY-5392	Reductive-TCA-Cycles;	reductive TCA cycle II;	11	6	4.2.1.2	3
PWY-5392	Reductive-TCA-Cycles;	reductive TCA cycle II;	11	6	4.2.1.3	7
PWY-5392	Reductive-TCA-Cycles;	reductive TCA cycle II;	11	6	6.2.1.5	3
PWY-5161	CHALCONE-SYN;	6'-deoxychalcone metabolism;	2	2	1.14.13.-	3
PWY-5161	CHALCONE-SYN;	6'-deoxychalcone metabolism;	2	2	2.4.1.-	1
