#Pathway_id	Name	KOs	total_family	total_family_found	Count	Count_pct	Abund	Abund_pct	Abund_DLM2	Abund_pct_DLM2	Abund_GEM2	Abund_pct_GEM2	Abund_LCM1	Abund_pct_LCM1	Abund_PLM2	Abund_pct_PLM2
03440	"Homologous recombination"	K01159+K02335+K03111+K03550+K03551+K03553+K03581+K03582+K03583+K03584+K03629+K03655+K04066+K06187+K07462	46	15	46	0.44	3657.27	0.23	369.45	0.29	579.31	0.27	1838.21	0.20	870.30	0.29
00720	"Reductive carboxylate cycle (CO2 fixation)"	K00025+K00026+K00031+K00170+K00171+K00172+K00176+K00239+K00240+K00241+K00242+K00244+K00245+K00246+K00259+K01007+K01595+K01648+K01679+K01681+K01682+K01895+K01902+K01903	32	24	166	1.60	13997.07	0.89	593.66	0.46	1219.81	0.57	11087.91	1.21	1095.69	0.36
00983	"Drug metabolism - other enzymes"	K00088+K00106+K00207+K00569+K00758+K00760+K00762+K00857+K00876+K01044+K01464+K01489+K01951	22	13	172	1.65	16441.49	1.05	1126.64	0.88	2058.63	0.96	10451.69	1.14	2804.53	0.92
04210	"Apoptosis"	K02861+K08738	63	2	4	0.04	465.11	0.03	2.48	0.00	1.12	0.00	460.39	0.05	1.11	0.00
00592	"alpha-Linolenic acid metabolism"	K00232+K00632+K10527	14	3	66	0.63	5252.50	0.34	340.04	0.27	682.61	0.32	3305.52	0.36	924.33	0.30
00300	"Lysine biosynthesis"	K00003+K00133+K00143+K00215+K00674+K00821+K00825+K00841+K00928+K01439+K01586+K01655+K01705+K01714+K01778+K01928+K01929+K04567+K04568+K05822+K05823+K05825+K05830+K10206	39	24	199	1.91	16772.98	1.07	943.97	0.74	1864.21	0.87	11985.42	1.31	1979.38	0.65
00960	"Alkaloid biosynthesis II"	K01044+K01913+K08081	11	3	13	0.13	896.14	0.06	16.56	0.01	115.78	0.05	714.22	0.08	49.58	0.02
00903	"Limonene and pinene degradation"	K00120+K00128+K00155+K00206+K00492+K00517+K01692+K01913+K07511+K07514+K07515	21	11	123	1.18	11455.50	0.73	678.94	0.53	1408.79	0.65	7526.22	0.82	1841.55	0.61
00620	"Pyruvate metabolism"	K00016+K00025+K00026+K00027+K00029+K00101+K00102+K00128+K00138+K00161+K00162+K00163+K00170+K00171+K00172+K00382+K00625+K00626+K00627+K00873+K00925+K01006+K01007+K01069+K01512+K01571+K01595+K01638+K01649+K01655+K01663+K01734+K01759+K01895+K01905+K01959+K01960+K01961+K01962+K01963+K02160+K03777+K03778	67	43	376	3.62	36449.03	2.33	2721.31	2.12	4552.48	2.12	22738.86	2.48	6436.38	2.12
00272	"Cysteine metabolism"	K00016+K00640+K00812+K00813+K01011+K01738+K01739+K01740+K01752+K01758+K01760+K01883+K10150	21	13	78	0.75	4620.95	0.30	97.51	0.08	66.01	0.03	4427.97	0.48	29.46	0.01
02040	"Flagellar assembly"	K02387+K02388+K02389+K02390+K02391+K02392+K02393+K02394+K02395+K02396+K02400+K02401+K02409+K02412+K02417+K02419+K02420+K02424+K02556+K02557	54	20	34	0.33	2052.85	0.13	2.71	0.00	27.24	0.01	2015.58	0.22	7.33	0.00
00930	"Caprolactam degradation"	K00022+K00055+K01692+K01913+K06446+K07511+K07514+K07515+K07516	14	9	93	0.89	8385.84	0.54	710.37	0.55	1389.67	0.65	4421.39	0.48	1864.41	0.61
00195	"Photosynthesis"	K02108+K02109+K02110+K02111+K02112+K02113+K02114+K02115+K02635+K02636+K02637+K02641+K02694+K02699+K02704+K02706+K02724+K08902+K08903	63	19	39	0.38	9358.38	0.60	1262.64	0.98	2333.50	1.08	2211.21	0.24	3551.02	1.17
00061	"Fatty acid biosynthesis"	K00059+K00208+K00645+K00647+K00648+K00666+K01716+K01961+K01962+K01963+K02160+K02372+K09458+K10780+K11263	30	15	60	0.58	5474.60	0.35	405.98	0.32	725.27	0.34	3421.03	0.37	922.32	0.30
04010	"MAPK signaling pathway"	K04367+K04372+K04373+K04420+K04421+K04424+K04425+K04426+K04427+K04442+K04443+K04444+K04445+K04460+K04854	175	15	29	0.28	3370.28	0.22	303.94	0.24	590.33	0.27	1573.37	0.17	902.63	0.30
01032	"Glycan structures - degradation"	K01132+K01207+K01227+K10532	21	4	19	0.18	821.25	0.05	6.37	0.00	2.43	0.00	806.39	0.09	6.07	0.00
02060	"Phosphotransferase system (PTS)"	K02744+K02745+K02749+K02750+K02752+K02753+K02755+K02756+K02757+K02760+K02763+K02764+K02765+K02768+K02769+K02770+K02773+K02774+K02777+K02778+K02779+K02787+K02788+K02790+K02791+K02793+K02794+K02795+K02796+K02798+K02799+K02800+K02802+K02803+K02804+K02806+K02808+K02809+K02810+K02812+K02813+K02817+K02818+K02819+K02821+K08483+K08484+K10984+K11183+K11191+K11192+K11194+K11198+K11199+K11200	98	55	38	0.37	2131.20	0.14	84.24	0.07	6.48	0.00	2032.73	0.22	7.75	0.00
00860	"Porphyrin and chlorophyll metabolism"	K00228+K00231+K00595+K00643+K00798+K01599+K01698+K01719+K01749+K01772+K01845+K01885+K02226+K02232+K02257+K02259+K02301+K02302+K02303+K02492+K02493+K02494+K02495+K03394+K03403+K03404+K03428+K04040+K06042+K09882+K09883	85	31	65	0.63	5640.90	0.36	363.54	0.28	619.03	0.29	3763.32	0.41	895.01	0.29
00400	"Phenylalanine, tyrosine and tryptophan biosynthesis"	K00014+K00210+K00220+K00270+K00500+K00766+K00800+K00812+K00813+K00817+K00832+K00891+K01609+K01626+K01657+K01658+K01695+K01696+K01713+K01735+K01736+K01817+K01850+K01866+K01889+K01890+K03785+K03786+K03856+K04092+K04093+K04516+K04517+K04518+K05358+K05359+K06001+K06208	48	38	128	1.23	12058.71	0.77	851.71	0.66	1720.42	0.80	7609.98	0.83	1876.61	0.62
00472	"D-Arginine and D-ornithine metabolism"	K00273+K00824	2	2	3	0.03	83.14	0.01	2.39	0.00	0.52	0.00	78.79	0.01	1.45	0.00
00430	"Taurine and hypotaurine metabolism"	K00259+K00625+K00681+K00925+K03852	15	5	29	0.28	3300.72	0.21	359.74	0.28	605.88	0.28	1436.31	0.16	898.79	0.30
00120	"Bile acid biosynthesis"	K00001+K00100+K00128+K00492+K00632+K01442+K07508+K07509+K07513	22	9	67	0.64	4414.07	0.28	31.33	0.02	90.59	0.04	4260.37	0.46	31.78	0.01
04140	"Regulation of autophagy"	K08333	21	1	17	0.16	966.68	0.06	3.27	0.00	1.55	0.00	960.65	0.10	1.21	0.00
00908	"Zeatin biosynthesis"	K00791	4	1	1	0.01	78.70	0.01	7.86	0.01	0.06	0.00	70.54	0.01	0.25	0.00
04360	"Axon guidance"	K05102+K05103+K05105+K05111+K05112+K05113+K05743+K05744	80	8	12	0.12	609.50	0.04	3.27	0.00	1.44	0.00	603.71	0.07	1.08	0.00
03420	"Nucleotide excision repair"	K01971+K01972+K02335+K03657+K03701+K03702+K03703+K03723+K10747	48	9	31	0.30	3941.44	0.25	342.23	0.27	578.08	0.27	2159.13	0.24	862.00	0.28
00520	"Nucleotide sugars metabolism"	K00012+K00067+K00963+K00973+K01198+K01209+K01710+K01784+K01790+K08678+K08679+K10012	20	12	52	0.50	4023.29	0.26	37.33	0.03	159.09	0.07	3759.78	0.41	67.09	0.02
03020	"RNA polymerase"	K02999+K03002+K03006+K03010+K03018+K03021+K03022+K03040+K03041+K03042+K03043+K03044+K03045+K03046+K03047+K03049+K03055+K03060+K03086+K03087+K03088+K03089+K03092	59	23	53	0.51	6836.94	0.44	707.81	0.55	1260.84	0.59	3060.99	0.33	1807.31	0.60
04110	"Cell cycle"	K02178+K06067+K06632+K06633+K06641	91	5	16	0.15	855.94	0.05	3.32	0.00	4.53	0.00	846.26	0.09	1.84	0.00
00253	"Tetracycline biosynthesis"	K01961+K01962+K01963+K02160	4	4	21	0.20	1562.90	0.10	49.97	0.04	22.26	0.01	1481.63	0.16	9.03	0.00
05012	"Parkinson's disease"	K00234+K00235+K00411+K00412+K00413+K02126+K02128+K03934+K03935+K03940+K03941+K03942+K03943+K03953+K03955+K05688+K05864+K08738+K08844	109	19	106	1.02	10477.14	0.67	360.44	0.28	649.60	0.30	8569.79	0.93	897.33	0.30
00740	"Riboflavin metabolism"	K00793+K00794+K00953+K01513	15	4	11	0.11	806.59	0.05	28.71	0.02	18.80	0.01	752.76	0.08	6.32	0.00
04510	"Focal adhesion"	K05096+K05097+K05098+K06269+K06272	125	5	20	0.19	1126.14	0.07	3.27	0.00	1.57	0.00	1120.01	0.12	1.28	0.00
05111	"Vibrio cholerae pathogenic cycle"	K03087+K03092+K10909+K10916+K10942	42	5	163	1.57	22889.02	1.46	2292.27	1.79	4257.28	1.98	10100.05	1.10	6239.42	2.06
00730	"Thiamine metabolism"	K00788+K00878+K00941+K00949+K01516+K03148+K03149+K03151+K03707+K04487	19	10	32	0.31	4093.89	0.26	369.32	0.29	602.77	0.28	2216.60	0.24	905.20	0.30
01053	"Biosynthesis of siderophore group nonribosomal peptides"	K02364+K02552+K04781+K04784	29	4	39	0.38	3282.87	0.21	24.08	0.02	173.17	0.08	3023.56	0.33	62.06	0.02
00564	"Glycerophospholipid metabolism"	K00006+K00057+K00105+K00111+K00655+K00981+K00995+K00998+K01048+K01096+K01126+K05939+K06131+K08744	59	14	77	0.74	7216.02	0.46	447.38	0.35	751.60	0.35	5072.89	0.55	944.16	0.31
00010	"Glycolysis / Gluconeogenesis"	K00001+K00016+K00114+K00128+K00131+K00134+K00161+K00162+K00163+K00170+K00171+K00172+K00382+K00627+K00845+K00850+K00873+K00886+K00927+K01512+K01568+K01623+K01624+K01689+K01785+K01803+K01810+K01834+K01835+K01837+K01895+K02446+K03841+K04022+K05344+K11532	56	36	347	3.34	37109.09	2.37	2866.05	2.24	5059.62	2.35	21964.59	2.39	7218.83	2.38
00052	"Galactose metabolism"	K00035+K00845+K00849+K00850+K00963+K01187+K01193+K01631+K01684+K01784+K01835+K02079	38	12	70	0.67	6278.76	0.40	411.77	0.32	738.52	0.34	4165.99	0.45	962.48	0.32
01055	"Biosynthesis of vancomycin group antibiotics"	K01710	1	1	3	0.03	321.56	0.02	0.05	0.00	0.87	0.00	319.92	0.03	0.72	0.00
00906	"Carotenoid biosynthesis - General"	K02291+K02294+K09846+K10208+K10209+K10210	27	6	9	0.09	393.18	0.03	15.02	0.01	0.24	0.00	375.97	0.04	1.94	0.00
00271	"Methionine metabolism"	K00548+K00558+K00604+K00641+K00651+K00789+K00797+K00832+K00899+K01243+K01251+K01611+K01697+K01739+K01740+K01758+K01760+K01874+K08968+K10764	38	20	104	1.00	6277.55	0.40	182.16	0.14	110.81	0.05	5876.72	0.64	107.86	0.04
00970	"Aminoacyl-tRNA biosynthesis"	K00604+K01866+K01867+K01868+K01869+K01870+K01872+K01873+K01874+K01875+K01876+K01878+K01880+K01881+K01883+K01885+K01886+K01887+K01889+K01890+K01892+K01893+K04567+K04568	28	24	73	0.70	6643.05	0.42	475.62	0.37	997.85	0.46	4160.66	0.45	1008.91	0.33
00790	"Folate biosynthesis"	K00072+K00201+K00202+K00203+K00204+K00205+K00320+K00357+K00441+K00443+K00796+K00950+K01495+K01529+K01633+K01664+K01665+K01737+K02619+K03388+K03390+K08264+K11260+K11261	52	24	321	3.09	38393.40	2.45	3490.70	2.72	6212.78	2.89	19641.36	2.14	9048.57	2.98
00460	"Cyanoamino acid metabolism"	K00600+K00681+K01188+K01424+K01426+K01501+K05349	13	7	19	0.18	2716.06	0.17	339.89	0.27	598.29	0.28	881.15	0.10	896.74	0.30
00350	"Tyrosine metabolism"	K00001+K00055+K00135+K00151+K00157+K00450+K00457+K00492+K00599+K00812+K00813+K00817+K00832+K01555+K01593+K01800	54	16	128	1.23	14049.66	0.90	997.32	0.78	1879.57	0.87	8452.03	0.92	2720.73	0.90
00791	"Atrazine degradation"	K01428+K01429+K01430+K01457+K03382	11	5	19	0.18	1730.25	0.11	26.23	0.02	24.70	0.01	1669.02	0.18	10.29	0.00
01056	"Biosynthesis of type II polyketide backbone"	K05554	5	1	2	0.02	230.24	0.01	0.12	0.00	0.66	0.00	227.27	0.02	2.19	0.00
00624	"1- and 2-Methylnaphthalene degradation"	K00001+K00120+K00155+K00480+K00492+K01041+K03384	13	7	77	0.74	5346.20	0.34	28.01	0.02	94.71	0.04	5191.86	0.57	31.62	0.01
00590	"Arachidonic acid metabolism"	K00432+K00465+K00681+K00687	28	4	18	0.17	2765.82	0.18	339.05	0.26	593.47	0.28	938.16	0.10	895.13	0.29
00626	"Naphthalene and anthracene degradation"	K00120+K00155+K00465+K00480+K00492+K00517+K00599+K01563+K03380	12	9	128	1.23	15532.51	0.99	1269.54	0.99	2444.70	1.14	8248.05	0.90	3570.22	1.18
00290	"Valine, leucine and isoleucine biosynthesis"	K00052+K00053+K00161+K00162+K00163+K00263+K00826+K00835+K01649+K01652+K01653+K01687+K01703+K01704+K01754+K01869+K01870+K01873+K09011	20	19	173	1.66	12502.67	0.80	525.27	0.41	848.42	0.39	10100.39	1.10	1028.60	0.34
00473	"D-Alanine metabolism"	K00824+K01775+K01921+K03367	4	4	45	0.43	3189.87	0.20	48.70	0.04	178.07	0.08	2894.52	0.32	68.58	0.02
00633	"Trinitrotoluene degradation"	K00170+K00171+K00172+K00192+K00197+K03518+K03519+K03520+K06282+K10680+K11180+K11181	22	12	47	0.45	5103.23	0.33	399.65	0.31	643.14	0.30	3141.49	0.34	918.95	0.30
