#Enzyme_id	Name	Count	Count_pct	Abund	Abund_pct	Abund_DLM2	Abund_pct_DLM2	Abund_GEM2	Abund_pct_GEM2	Abund_LCM1	Abund_pct_LCM1	Abund_PLM2	Abund_pct_PLM2
3.5.4.2	"Adenine deaminase."	2	0.02	89.31	0.01	0.00	0.00	0.14	0.00	89.13	0.01	0.04	0.00
4.2.1.2	"Fumarate hydratase."	3	0.03	225.37	0.01	0.01	0.00	0.46	0.00	223.11	0.02	1.80	0.00
2.5.1.-	"Transferring alkyl or aryl groups, other than methyl groups."	25	0.24	1699.65	0.11	46.92	0.04	15.45	0.01	1624.03	0.18	13.26	0.00
3.5.1.1	"Asparaginase."	2	0.02	107.91	0.01	8.13	0.01	0.05	0.00	99.48	0.01	0.25	0.00
2.7.2.4	"Aspartate kinase."	4	0.04	323.76	0.02	17.80	0.01	2.09	0.00	299.26	0.03	4.61	0.00
5.4.2.7	"Phosphopentomutase."	2	0.02	127.32	0.01	10.49	0.01	0.06	0.00	116.49	0.01	0.28	0.00
5.4.99.5	"Chorismate mutase."	4	0.04	245.98	0.02	4.88	0.00	7.12	0.00	232.72	0.03	1.26	0.00
3.6.1.40	"Guanosine-5'-triphosphate,3'-diphosphate diphosphatase."	1	0.01	13.90	0.00	0.00	0.00	0.02	0.00	12.46	0.00	1.42	0.00
5.2.1.8	"Peptidylprolyl isomerase."	14	0.13	1079.39	0.07	19.14	0.01	50.55	0.02	1001.47	0.11	8.23	0.00
1.17.1.5	"Nicotinate dehydrogenase."	3	0.03	82.92	0.01	0.77	0.00	0.48	0.00	81.36	0.01	0.31	0.00
1.4.1.4	"Glutamate dehydrogenase (NADP(+))."	2	0.02	272.03	0.02	0.05	0.00	0.60	0.00	270.89	0.03	0.49	0.00
2.4.2.53	"Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase."	1	0.01	41.89	0.00	1.18	0.00	0.06	0.00	40.37	0.00	0.28	0.00
1.1.1.169	"2-dehydropantoate 2-reductase."	3	0.03	99.90	0.01	0.54	0.00	0.07	0.00	98.97	0.01	0.32	0.00
1.7.7.1	"Ferredoxin--nitrite reductase."	2	0.02	83.17	0.01	0.00	0.00	0.01	0.00	83.10	0.01	0.06	0.00
5.4.99.18	"5-(carboxyamino)imidazole ribonucleotide mutase."	3	0.03	317.49	0.02	0.04	0.00	4.01	0.00	312.16	0.03	1.29	0.00
2.4.1.213	"Glucosylglycerol-phosphate synthase."	5	0.05	502.24	0.03	0.73	0.00	34.18	0.02	461.95	0.05	5.38	0.00
1.1.1.385	"Dihydroanticapsin 7-dehydrogenase."	2	0.02	49.15	0.00	0.85	0.00	0.08	0.00	46.59	0.01	1.63	0.00
6.6.1.2	"Cobaltochelatase."	4	0.04	469.47	0.03	0.13	0.00	7.35	0.00	459.89	0.05	2.10	0.00
2.3.1.78	"Heparan-alpha-glucosaminide N-acetyltransferase."	1	0.01	72.17	0.00	0.00	0.00	0.02	0.00	72.14	0.01	0.01	0.00
5.4.99.28	"tRNA pseudouridine(32) synthase."	1	0.01	29.33	0.00	0.02	0.00	3.64	0.00	24.90	0.00	0.78	0.00
2.5.1.96	"4,4'-diapophytoene synthase."	1	0.01	42.19	0.00	2.26	0.00	0.00	0.00	39.89	0.00	0.03	0.00
3.1.6.1	"Arylsulfatase (type I)."	1	0.01	12.91	0.00	0.21	0.00	0.00	0.00	12.65	0.00	0.04	0.00
1.14.14.5	"Alkanesulfonate monooxygenase."	1	0.01	13.90	0.00	0.00	0.00	0.02	0.00	12.46	0.00	1.42	0.00
5.3.2.8	"4-oxalomesaconate tautomerase."	1	0.01	29.10	0.00	0.00	0.00	0.28	0.00	28.76	0.00	0.07	0.00
3.1.2.4	"3-hydroxyisobutyryl-CoA hydrolase."	1	0.01	202.80	0.01	0.00	0.00	0.43	0.00	202.04	0.02	0.33	0.00
2.4.2.17	"ATP phosphoribosyltransferase."	1	0.01	13.15	0.00	0.26	0.00	0.00	0.00	12.83	0.00	0.06	0.00
1.14.99.n4	"Carotenoid 9,10-dioxygenase."	1	0.01	72.38	0.00	0.00	0.00	0.02	0.00	72.33	0.01	0.03	0.00
7.2.2.7	"ABC-type Fe(3+) transporter."	1	0.01	215.66	0.01	0.02	0.00	0.52	0.00	214.71	0.02	0.41	0.00
1.2.1.79	"Succinate-semialdehyde dehydrogenase (NADP(+))."	2	0.02	112.78	0.01	0.85	0.00	0.24	0.00	111.34	0.01	0.34	0.00
2.5.1.62	"Chlorophyll synthase."	1	0.01	72.73	0.00	0.00	0.00	0.02	0.00	72.68	0.01	0.03	0.00
3.5.1.11	"Penicillin amidase."	2	0.02	253.56	0.02	0.01	0.00	0.57	0.00	252.62	0.03	0.36	0.00
2.7.4.22	"UMP kinase."	3	0.03	147.42	0.01	18.60	0.01	0.36	0.00	127.71	0.01	0.75	0.00
3.5.2.2	"Dihydropyrimidinase."	1	0.01	42.14	0.00	0.24	0.00	16.39	0.01	23.21	0.00	2.31	0.00
2.1.1.171	"16S rRNA (guanine(966)-N(2))-methyltransferase."	4	0.04	308.86	0.02	2.37	0.00	0.56	0.00	304.12	0.03	1.81	0.00
2.1.1.200	"tRNA (cytidine(32)/uridine(32)-2'-O)-methyltransferase."	1	0.01	42.83	0.00	0.30	0.00	16.61	0.01	23.61	0.00	2.31	0.00
2.1.1.177	"23S rRNA (pseudouridine(1915)-N(3))-methyltransferase."	1	0.01	66.73	0.00	0.00	0.00	0.15	0.00	66.54	0.01	0.04	0.00
2.1.1.220	"tRNA (adenine(58)-N(1))-methyltransferase."	1	0.01	50.96	0.00	4.85	0.00	3.43	0.00	42.25	0.00	0.43	0.00
2.1.1.193	"16S rRNA (uracil(1498)-N(3))-methyltransferase."	4	0.04	178.26	0.01	0.33	0.00	0.27	0.00	177.47	0.02	0.19	0.00
1.14.99.50	"Gamma-glutamyl hercynylcysteine S-oxide synthase."	3	0.03	1888.92	0.12	325.55	0.25	585.32	0.27	87.24	0.01	890.80	0.29
3.5.2.6	"Beta-lactamase."	1	0.01	59.41	0.00	0.00	0.00	0.12	0.00	59.27	0.01	0.02	0.00
3.4.22.-	"Cysteine endopeptidases."	2	0.02	87.18	0.01	2.88	0.00	0.11	0.00	83.95	0.01	0.24	0.00
7.6.2.9	"ABC-type quaternary amine transporter."	3	0.03	324.06	0.02	10.24	0.01	0.71	0.00	312.18	0.03	0.93	0.00
2.8.3.9	"Butyrate--acetoacetate CoA-transferase."	1	0.01	50.21	0.00	2.37	0.00	0.01	0.00	47.79	0.01	0.04	0.00
3.4.15.5	"Peptidyl-dipeptidase Dcp."	3	0.03	101.57	0.01	0.24	0.00	3.76	0.00	96.72	0.01	0.86	0.00
1.2.1.68	"Coniferyl-aldehyde dehydrogenase."	1	0.01	13.15	0.00	0.26	0.00	0.00	0.00	12.83	0.00	0.06	0.00
2.6.1.9	"Histidinol-phosphate transaminase."	4	0.04	119.16	0.01	1.07	0.00	21.80	0.01	92.05	0.01	4.24	0.00
2.3.1.39	"[Acyl-carrier-protein] S-malonyltransferase."	3	0.03	121.17	0.01	2.52	0.00	0.27	0.00	118.15	0.01	0.23	0.00
1.1.1.3	"Homoserine dehydrogenase."	1	0.01	28.95	0.00	9.91	0.01	1.36	0.00	14.98	0.00	2.70	0.00
3.1.-.- 3.6.4.12	""	2	0.02	157.41	0.01	15.72	0.01	0.12	0.00	141.07	0.02	0.50	0.00
1.5.1.34	"6,7-dihydropteridine reductase."	1	0.01	28.95	0.00	9.91	0.01	1.36	0.00	14.98	0.00	2.70	0.00
5.1.1.3	"Glutamate racemase."	3	0.03	259.98	0.02	0.01	0.00	0.08	0.00	259.83	0.03	0.06	0.00
1.11.2.4	"Fatty-acid peroxygenase."	1	0.01	41.89	0.00	1.18	0.00	0.06	0.00	40.37	0.00	0.28	0.00
6.4.1.1	"Pyruvate carboxylase."	4	0.04	365.83	0.02	12.70	0.01	2.27	0.00	347.27	0.04	3.59	0.00
2.5.1.10	"(2E,6E)-farnesyl diphosphate synthase."	4	0.04	299.77	0.02	20.19	0.02	44.14	0.02	176.11	0.02	59.33	0.02
4.1.3.38	"Aminodeoxychorismate lyase."	1	0.01	54.97	0.00	0.04	0.00	0.13	0.00	54.73	0.01	0.07	0.00
3.1.1.29	"Aminoacyl-tRNA hydrolase."	7	0.07	470.17	0.03	10.74	0.01	20.83	0.01	433.96	0.05	4.65	0.00
6.3.4.15	"Biotin--[biotin carboxyl-carrier protein] ligase."	6	0.06	2052.54	0.13	310.87	0.24	565.08	0.26	319.86	0.03	856.73	0.28
4.2.1.91	"Arogenate dehydratase."	1	0.01	23.90	0.00	0.00	0.00	0.00	0.00	23.89	0.00	0.00	0.00
2.3.1.35 2.3.1.1	""	5	0.05	458.16	0.03	14.13	0.01	6.25	0.00	434.30	0.05	3.48	0.00
2.7.6.2	"Thiamine diphosphokinase."	1	0.01	40.73	0.00	2.37	0.00	0.00	0.00	38.32	0.00	0.04	0.00
3.5.4.3	"Guanine deaminase."	1	0.01	13.15	0.00	0.26	0.00	0.00	0.00	12.83	0.00	0.06	0.00
3.1.3.79	"Mannosylfructose-phosphate phosphatase."	1	0.01	25.40	0.00	0.12	0.00	0.10	0.00	25.07	0.00	0.11	0.00
1.2.1.32	"Aminomuconate-semialdehyde dehydrogenase."	1	0.01	91.39	0.01	0.33	0.00	0.61	0.00	90.02	0.01	0.43	0.00
4.1.2.-	"Aldehyde-lyases."	1	0.01	37.23	0.00	0.91	0.00	0.06	0.00	36.09	0.00	0.18	0.00
4.3.2.3	"Ureidoglycolate lyase."	2	0.02	220.35	0.01	0.01	0.00	0.40	0.00	219.59	0.02	0.35	0.00
4.1.1.36	"Phosphopantothenoylcysteine decarboxylase."	3	0.03	107.66	0.01	3.25	0.00	3.58	0.00	99.70	0.01	1.12	0.00
1.10.3.9	"Photosystem II."	1	0.01	72.05	0.00	0.00	0.00	0.03	0.00	72.00	0.01	0.02	0.00
1.8.1.9	"Thioredoxin-disulfide reductase."	6	0.06	2069.55	0.13	301.00	0.23	564.58	0.26	348.91	0.04	855.06	0.28
2.3.2.6	"Lysine/arginine leucyltransferase."	3	0.03	165.84	0.01	5.15	0.00	20.07	0.01	137.87	0.02	2.75	0.00
1.1.1.267	"1-deoxy-D-xylulose-5-phosphate reductoisomerase."	3	0.03	134.51	0.01	17.66	0.01	5.06	0.00	108.00	0.01	3.78	0.00
2.6.1.1	"Aspartate transaminase."	6	0.06	414.45	0.03	7.53	0.01	20.64	0.01	381.70	0.04	4.58	0.00
2.7.6.5	"GTP diphosphokinase."	5	0.05	154.84	0.01	5.03	0.00	16.64	0.01	129.37	0.01	3.81	0.00
3.3.2.10	"Soluble epoxide hydrolase."	1	0.01	13.70	0.00	0.20	0.00	0.00	0.00	13.45	0.00	0.04	0.00
1.6.-.-	"Acting on NADH or NADPH."	4	0.04	321.24	0.02	3.73	0.00	0.81	0.00	315.02	0.03	1.68	0.00
3.1.3.70	"Mannosyl-3-phosphoglycerate phosphatase."	1	0.01	13.57	0.00	0.23	0.00	0.01	0.00	13.23	0.00	0.10	0.00
4.2.1.24	"Porphobilinogen synthase."	2	0.02	26.47	0.00	0.21	0.00	0.04	0.00	24.70	0.00	1.51	0.00
6.3.4.-	"Other carbon--nitrogen ligases."	4	0.04	187.58	0.01	5.65	0.00	0.19	0.00	181.47	0.02	0.28	0.00
1.2.1.38	"N-acetyl-gamma-glutamyl-phosphate reductase."	5	0.05	792.15	0.05	72.00	0.06	383.73	0.18	244.75	0.03	91.66	0.03
3.5.2.-	"In cyclic amides."	3	0.03	198.23	0.01	0.64	0.00	1.18	0.00	194.01	0.02	2.40	0.00
3.2.1.55	"Non-reducing end alpha-L-arabinofuranosidase."	1	0.01	40.10	0.00	0.00	0.00	0.00	0.00	40.10	0.00	0.00	0.00
2.6.1.16	"Glutamine--fructose-6-phosphate transaminase (isomerizing)."	5	0.05	378.38	0.02	2.61	0.00	0.82	0.00	372.86	0.04	2.09	0.00
5.3.1.24	"Phosphoribosylanthranilate isomerase."	3	0.03	114.32	0.01	0.94	0.00	0.14	0.00	113.00	0.01	0.25	0.00
4.2.1.9	"Dihydroxy-acid dehydratase."	2	0.02	101.50	0.01	0.02	0.00	3.65	0.00	97.04	0.01	0.79	0.00
1.3.99.-	"With other acceptors."	15	0.14	688.80	0.04	1.72	0.00	4.67	0.00	679.04	0.07	3.38	0.00
1.1.1.18	"Inositol 2-dehydrogenase."	1	0.01	40.10	0.00	0.00	0.00	0.00	0.00	40.10	0.00	0.00	0.00
2.7.13.3	"Histidine kinase."	22	0.21	1861.11	0.12	22.98	0.02	100.56	0.05	1685.70	0.18	51.87	0.02
6.3.2.5	"Phosphopantothenate--cysteine ligase (CTP)."	3	0.03	107.66	0.01	3.25	0.00	3.58	0.00	99.70	0.01	1.12	0.00
7.2.2.8	"P-type Cu(+) transporter."	3	0.03	123.40	0.01	9.91	0.01	1.37	0.00	109.39	0.01	2.73	0.00
6.3.2.53	"UDP-N-acetylmuramoyl-L-alanine--L-glutamate ligase."	3	0.03	142.40	0.01	0.15	0.00	0.37	0.00	141.70	0.02	0.19	0.00
3.1.26.12	"Ribonuclease E."	1	0.01	91.39	0.01	0.33	0.00	0.61	0.00	90.02	0.01	0.43	0.00
5.4.2.12	"Phosphoglycerate mutase (2,3-diphosphoglycerate-independent)."	2	0.02	262.21	0.02	0.00	0.00	0.55	0.00	261.31	0.03	0.35	0.00
3.1.1.45	"Carboxymethylenebutenolidase."	2	0.02	94.61	0.01	0.20	0.00	0.05	0.00	94.28	0.01	0.08	0.00
3.6.1.-	"In phosphorus-containing anhydrides."	26	0.25	6461.19	0.41	936.75	0.73	1721.76	0.80	1198.65	0.13	2604.03	0.86
6.1.1.3	"Threonine--tRNA ligase."	4	0.04	402.47	0.03	10.13	0.01	0.60	0.00	391.03	0.04	0.70	0.00
5.3.1.6	"Ribose-5-phosphate isomerase."	1	0.01	25.68	0.00	0.12	0.00	0.11	0.00	25.33	0.00	0.13	0.00
1.4.3.3	"D-amino-acid oxidase."	1	0.01	29.10	0.00	0.00	0.00	0.28	0.00	28.76	0.00	0.07	0.00
3.5.4.5	"Cytidine deaminase."	2	0.02	62.26	0.00	1.03	0.00	0.15	0.00	60.81	0.01	0.27	0.00
2.4.1.21	"Starch synthase."	3	0.03	1881.89	0.12	325.90	0.25	604.95	0.28	58.71	0.01	892.33	0.29
2.1.1.77	"Protein-L-isoaspartate(D-aspartate) O-methyltransferase."	2	0.02	105.07	0.01	0.54	0.00	0.58	0.00	103.42	0.01	0.54	0.00
3.5.3.13	"Formimidoylglutamate deiminase."	2	0.02	93.78	0.01	0.01	0.00	3.65	0.00	89.19	0.01	0.92	0.00
2.8.1.7	"Cysteine desulfurase."	9	0.09	774.10	0.05	10.50	0.01	1.79	0.00	760.07	0.08	1.74	0.00
3.1.26.4	"Ribonuclease H."	10	0.10	705.22	0.05	13.83	0.01	28.45	0.01	655.85	0.07	7.08	0.00
6.3.5.1	"NAD(+) synthase (glutamine-hydrolyzing)."	2	0.02	103.29	0.01	0.24	0.00	16.54	0.01	84.20	0.01	2.32	0.00
1.8.2.1	"Sulfite dehydrogenase (cytochrome)."	1	0.01	209.74	0.01	0.01	0.00	0.50	0.00	208.87	0.02	0.36	0.00
1.8.4.11	"Peptide-methionine (S)-S-oxide reductase."	8	0.08	2216.13	0.14	306.32	0.24	594.32	0.28	415.36	0.05	900.13	0.30
4.1.2.25	"Dihydroneopterin aldolase."	1	0.01	72.05	0.00	0.00	0.00	0.03	0.00	72.00	0.01	0.02	0.00
1.4.1.2	"Glutamate dehydrogenase."	4	0.04	251.21	0.02	8.46	0.01	0.80	0.00	239.83	0.03	2.13	0.00
5.3.3.6	"Methylitaconate Delta-isomerase."	1	0.01	29.10	0.00	0.00	0.00	0.28	0.00	28.76	0.00	0.07	0.00
3.1.1.-	"Carboxylic ester hydrolases."	4	0.04	200.51	0.01	0.47	0.00	0.70	0.00	197.40	0.02	1.95	0.00
2.3.3.16	"Citrate synthase (unknown stereospecificity)."	4	0.04	230.76	0.01	8.01	0.01	0.30	0.00	221.94	0.02	0.51	0.00
1.3.1.95	"Acryloyl-CoA reductase (NADH)."	1	0.01	29.10	0.00	0.00	0.00	0.28	0.00	28.76	0.00	0.07	0.00
4.2.1.33	"3-isopropylmalate dehydratase."	2	0.02	50.94	0.00	0.23	0.00	0.28	0.00	50.20	0.01	0.23	0.00
1.1.1.1	"Alcohol dehydrogenase."	4	0.04	96.92	0.01	0.06	0.00	7.45	0.00	86.14	0.01	3.26	0.00
4.2.1.19	"Imidazoleglycerol-phosphate dehydratase."	2	0.02	218.35	0.01	0.02	0.00	3.90	0.00	213.21	0.02	1.22	0.00
3.4.13.9	"Xaa-Pro dipeptidase."	1	0.01	62.26	0.00	0.00	0.00	0.17	0.00	62.06	0.01	0.02	0.00
7.5.2.6	"ABC-type lipid A-core oligosaccharide transporter."	5	0.05	480.03	0.03	0.35	0.00	1.17	0.00	476.30	0.05	2.21	0.00
2.1.2.3 3.5.4.10	""	3	0.03	146.13	0.01	0.33	0.00	20.15	0.01	122.48	0.01	3.18	0.00
7.5.2.7	"ABC-type D-ribose transporter."	1	0.01	195.59	0.01	0.01	0.00	0.42	0.00	194.83	0.02	0.33	0.00
4.1.99.13	"(6-4)DNA photolyase."	3	0.03	57.98	0.00	0.28	0.00	3.27	0.00	53.57	0.01	0.85	0.00
1.1.1.79	"Glyoxylate reductase (NADP(+))."	2	0.02	252.06	0.02	0.01	0.00	0.59	0.00	251.04	0.03	0.42	0.00
1.14.13.2	"4-hydroxybenzoate 3-monooxygenase."	1	0.01	25.63	0.00	0.02	0.00	3.34	0.00	21.51	0.00	0.75	0.00
1.14.12.10	"Benzoate 1,2-dioxygenase."	2	0.02	431.32	0.03	0.04	0.00	1.05	0.00	429.41	0.05	0.82	0.00
2.2.1.6	"Acetolactate synthase."	11	0.11	630.64	0.04	1.17	0.00	6.42	0.00	619.83	0.07	3.21	0.00
6.1.1.22	"Asparagine--tRNA ligase."	2	0.02	50.99	0.00	1.18	0.00	0.08	0.00	49.41	0.01	0.32	0.00
4.1.3.36	"1,4-dihydroxy-2-naphthoyl-CoA synthase."	2	0.02	1886.79	0.12	325.55	0.25	585.18	0.27	86.70	0.01	889.36	0.29
4.2.1.104	"Cyanase."	1	0.01	221.14	0.01	0.01	0.00	0.48	0.00	220.28	0.02	0.38	0.00
3.5.1.81	"N-acyl-D-amino-acid deacylase."	5	0.05	60.00	0.00	2.46	0.00	0.20	0.00	52.38	0.01	4.95	0.00
2.7.4.7	"Phosphooxymethylpyrimidine kinase."	1	0.01	195.59	0.01	0.01	0.00	0.42	0.00	194.83	0.02	0.33	0.00
3.6.4.12	"DNA helicase."	26	0.25	1246.38	0.08	41.93	0.03	2.55	0.00	1195.15	0.13	6.74	0.00
3.1.26.11	"Ribonuclease Z."	2	0.02	53.64	0.00	2.58	0.00	0.01	0.00	50.97	0.01	0.09	0.00
2.7.1.35	"Pyridoxal kinase."	1	0.01	50.21	0.00	2.37	0.00	0.01	0.00	47.79	0.01	0.04	0.00
3.4.21.-	"Serine endopeptidases."	22	0.21	1235.77	0.08	33.46	0.03	6.56	0.00	1185.49	0.13	10.27	0.00
2.3.1.128	"Transferred entry: 2.3.1.267."	2	0.02	209.58	0.01	0.00	0.00	0.42	0.00	207.39	0.02	1.76	0.00
1.1.1.300	"NADP-retinol dehydrogenase."	1	0.01	13.73	0.00	0.00	0.00	0.01	0.00	12.06	0.00	1.66	0.00
1.1.99.1	"Choline dehydrogenase."	1	0.01	191.30	0.01	0.01	0.00	0.40	0.00	190.55	0.02	0.34	0.00
2.6.1.42	"Branched-chain-amino-acid transaminase."	9	0.09	638.35	0.04	27.79	0.02	7.21	0.00	594.44	0.06	8.91	0.00
2.1.1.226	"23S rRNA (cytidine(1920)-2'-O)-methyltransferase."	3	0.03	85.10	0.01	4.85	0.00	3.67	0.00	76.13	0.01	0.45	0.00
3.1.11.5	"Exodeoxyribonuclease V."	6	0.06	343.71	0.02	1.33	0.00	1.77	0.00	339.11	0.04	1.50	0.00
2.5.1.75	"tRNA dimethylallyltransferase."	1	0.01	78.70	0.01	7.86	0.01	0.06	0.00	70.54	0.01	0.25	0.00
1.11.1.21	"Catalase peroxidase."	1	0.01	191.30	0.01	0.01	0.00	0.40	0.00	190.55	0.02	0.34	0.00
1.1.2.8	"Alcohol dehydrogenase (cytochrome c)."	1	0.01	204.63	0.01	0.01	0.00	0.65	0.00	203.32	0.02	0.64	0.00
2.4.-.-	"Glycosyltransferases."	7	0.07	696.22	0.04	10.61	0.01	19.58	0.01	629.42	0.07	36.61	0.01
3.1.13.5	"Ribonuclease D."	2	0.02	1769.80	0.11	298.41	0.23	563.99	0.26	54.32	0.01	853.09	0.28
4.1.1.12	"Aspartate 4-decarboxylase."	1	0.01	50.21	0.00	2.37	0.00	0.01	0.00	47.79	0.01	0.04	0.00
1.14.13.149	"Phenylacetyl-CoA 1,2-epoxidase."	2	0.02	52.45	0.00	0.13	0.00	3.60	0.00	47.73	0.01	0.99	0.00
4.3.99.3	"7-carboxy-7-deazaguanine synthase."	2	0.02	48.52	0.00	9.77	0.01	1.08	0.00	35.01	0.00	2.66	0.00
3.5.1.87	"N-carbamoyl-L-amino-acid hydrolase."	1	0.01	42.14	0.00	0.24	0.00	16.39	0.01	23.21	0.00	2.31	0.00
1.1.1.42	"Isocitrate dehydrogenase (NADP(+))."	3	0.03	208.03	0.01	8.95	0.01	0.27	0.00	198.20	0.02	0.61	0.00
2.4.1.289	"N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase."	1	0.01	27.64	0.00	0.26	0.00	0.16	0.00	27.12	0.00	0.10	0.00
1.1.1.95	"Phosphoglycerate dehydrogenase."	7	0.07	471.42	0.03	9.26	0.01	1.26	0.00	459.86	0.05	1.04	0.00
2.7.4.14	"UMP/CMP kinase."	3	0.03	178.28	0.01	15.34	0.01	3.48	0.00	158.74	0.02	0.71	0.00
4.2.1.148	"2-methylfumaryl-CoA hydratase."	2	0.02	247.68	0.02	0.14	0.00	4.17	0.00	241.87	0.03	1.50	0.00
2.4.2.-	"Pentosyltransferases."	6	0.06	485.75	0.03	0.05	0.00	8.07	0.00	475.23	0.05	2.41	0.00
3.4.11.9	"Xaa-Pro aminopeptidase."	1	0.01	196.45	0.01	0.00	0.00	0.40	0.00	195.69	0.02	0.35	0.00
4.2.3.3	"Methylglyoxal synthase."	2	0.02	114.24	0.01	0.32	0.00	0.58	0.00	112.84	0.01	0.50	0.00
3.1.26.-	"Endoribonucleases producing 5'-phosphomonoesters."	1	0.01	66.58	0.00	0.06	0.00	0.34	0.00	65.19	0.01	0.98	0.00
3.5.99.2	"Aminopyrimidine aminohydrolase."	2	0.02	267.76	0.02	0.01	0.00	0.44	0.00	266.97	0.03	0.34	0.00
2.5.1.61	"Hydroxymethylbilane synthase."	3	0.03	237.53	0.02	0.25	0.00	4.37	0.00	231.60	0.03	1.31	0.00
3.1.4.46	"Glycerophosphodiester phosphodiesterase."	3	0.03	76.90	0.00	8.37	0.01	1.00	0.00	65.17	0.01	2.35	0.00
5.1.-.-	"Racemases and epimerases."	2	0.02	30.78	0.00	0.00	0.00	0.01	0.00	29.10	0.00	1.66	0.00
2.1.1.132	"Precorrin-6B C(5,15)-methyltransferase (decarboxylating)."	1	0.01	73.16	0.00	0.00	0.00	0.01	0.00	73.10	0.01	0.04	0.00
1.8.4.-	"With a disulfide as acceptor."	7	0.07	251.75	0.02	10.95	0.01	16.68	0.01	221.43	0.02	2.69	0.00
2.7.4.8	"Guanylate kinase."	4	0.04	367.55	0.02	3.33	0.00	0.73	0.00	362.54	0.04	0.95	0.00
1.3.1.75	"3,8-divinyl protochlorophyllide a 8-vinyl-reductase (NADPH)."	1	0.01	191.30	0.01	0.01	0.00	0.40	0.00	190.55	0.02	0.34	0.00
3.4.21.89	"Signal peptidase I."	8	0.08	451.49	0.03	23.24	0.02	0.47	0.00	426.59	0.05	1.19	0.00
1.14.19.42	"Palmitoyl-[glycerolipid] 7-desaturase."	2	0.02	95.85	0.01	0.12	0.00	0.13	0.00	95.45	0.01	0.14	0.00
5.1.3.3	"Aldose 1-epimerase."	4	0.04	469.87	0.03	0.42	0.00	1.15	0.00	467.31	0.05	0.99	0.00
2.7.1.26 2.7.7.2	""	3	0.03	336.49	0.02	10.24	0.01	0.53	0.00	325.01	0.04	0.71	0.00
2.7.8.-	"Transferases for other substituted phosphate groups."	12	0.12	1039.51	0.07	15.52	0.01	1.95	0.00	1020.04	0.11	2.01	0.00
1.1.5.-	"With a quinone or similar compound as acceptor."	2	0.02	71.03	0.00	0.03	0.00	3.52	0.00	66.64	0.01	0.84	0.00
1.3.99.31	"Phytoene desaturase (lycopene-forming)."	2	0.02	74.64	0.00	0.00	0.00	0.16	0.00	72.94	0.01	1.55	0.00
4.4.1.1	"Cystathionine gamma-lyase."	1	0.01	12.82	0.00	0.00	0.00	0.02	0.00	11.46	0.00	1.33	0.00
1.13.11.63	"Beta-carotene 15,15'-dioxygenase."	1	0.01	61.15	0.00	0.00	0.00	0.15	0.00	60.99	0.01	0.01	0.00
5.1.1.23	"UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-L-glutamate epimerase."	3	0.03	142.40	0.01	0.15	0.00	0.37	0.00	141.70	0.02	0.19	0.00
5.3.3.18	"2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase."	1	0.01	27.05	0.00	0.01	0.00	3.50	0.00	22.65	0.00	0.88	0.00
1.14.15.3	"Alkane 1-monooxygenase."	1	0.01	28.60	0.00	0.03	0.00	3.93	0.00	23.76	0.00	0.88	0.00
3.1.3.6	"3'-nucleotidase."	2	0.02	56.54	0.00	9.79	0.01	4.71	0.00	38.60	0.00	3.43	0.00
2.7.1.-	"Phosphotransferases with an alcohol group as acceptor."	10	0.10	581.16	0.04	16.93	0.01	5.34	0.00	554.50	0.06	4.39	0.00
3.5.4.19	"Phosphoribosyl-AMP cyclohydrolase."	1	0.01	72.38	0.00	0.00	0.00	0.02	0.00	72.33	0.01	0.03	0.00
1.1.99.22	"Glycerol dehydrogenase (acceptor)."	1	0.01	221.14	0.01	0.01	0.00	0.48	0.00	220.28	0.02	0.38	0.00
5.1.99.1	"Methylmalonyl-CoA epimerase."	2	0.02	291.23	0.02	8.14	0.01	0.70	0.00	281.50	0.03	0.89	0.00
7.1.1.7	"Ubiquinol oxidase (electrogenic, proton-motive force generating)."	2	0.02	61.42	0.00	0.00	0.00	0.00	0.00	61.41	0.01	0.01	0.00
4.2.1.75	"Uroporphyrinogen-III synthase."	1	0.01	13.34	0.00	0.21	0.00	0.03	0.00	13.00	0.00	0.10	0.00
3.2.1.14	"Chitinase."	1	0.01	27.87	0.00	10.00	0.01	1.26	0.00	13.88	0.00	2.73	0.00
3.6.3.28	"Transferred entry: 7.3.2.2."	1	0.01	12.91	0.00	0.21	0.00	0.00	0.00	12.65	0.00	0.04	0.00
2.3.1.31	"Homoserine O-acetyltransferase."	3	0.03	279.24	0.02	0.12	0.00	0.68	0.00	277.94	0.03	0.49	0.00
3.5.1.5	"Urease."	3	0.03	586.78	0.04	0.02	0.00	1.27	0.00	584.50	0.06	0.99	0.00
2.7.7.2	"FAD synthetase."	4	0.04	532.08	0.03	10.24	0.01	0.95	0.00	519.84	0.06	1.04	0.00
1.3.8.4	"Isovaleryl-CoA dehydrogenase."	3	0.03	281.16	0.02	0.05	0.00	4.01	0.00	276.00	0.03	1.10	0.00
5.99.1.-	"Other isomerases."	4	0.04	261.81	0.02	15.96	0.01	16.68	0.01	226.34	0.02	2.83	0.00
